gene,cluster,Name,SwissProt_gene,Product,SwissProt_product,COG_ID,COG_FID,KEGG_ID,KEGG_PID,KEGG_Pathway,GO_ID,GO_Name,GO_Category,EC_number,Pfam_ID
MGYG000000138_02970,4,MGYG000000138_02970,-,hypothetical protein,-,COG3505,U,-,-,-,GO:0016020,membrane,GO_CC,-,PF02534
MGYG000000138_02983,3,MGYG000000138_02983,-,hypothetical protein,-,"COG0529,COG4185",PR,-,-,-,"GO:0005524,GO:0016301",ATP binding;kinase activity,"GO_MF,GO_MF",-,PF06414
MGYG000000139_01096,2,rsxA,rnfA,Electron transport complex subunit RsxA,Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A,COG4657,C,ko:K03617,-,-,"GO:0016020,GO:0022900",membrane;electron transport chain,"GO_CC,GO_BP",-,PF02508
MGYG000000141_03467,1,MGYG000000141_03467,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000144_01940,1,MGYG000000144_01940,-,hypothetical protein,-,COG3712,PT,-,-,-,-,-,-,-,"PF16344,PF04773"
MGYG000000144_02714,1,MGYG000000144_02714,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000144_00846,2,MGYG000000144_00846,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000149_03632,1,MGYG000000149_03632,-,hypothetical protein,-,"COG3409,COG3757,COG3108,COG1876,COG3770,COG2385",MMMMMDM,ko:K07273,-,-,-,-,-,-,PF01471
MGYG000000151_02622,1,MGYG000000151_02622,lmo0841,Calcium-transporting ATPase,Calcium-transporting ATPase lmo0841,COG0474,P,ko:K01537,-,-,"GO:0005215,GO:0005524,GO:0016887,GO:0016020,GO:0000166",transporter activity;ATP binding;ATP hydrolysis activity;membrane;nucleotide binding,"GO_MF,GO_MF,GO_MF,GO_CC,GO_MF",3.6.3.8,"PF00122,PF00702,PF00689,PF00690"
MGYG000000168_01092,1,MGYG000000168_01092,-,hypothetical protein,-,COG0860,M,ko:K01448,map01503,Cationic antimicrobial peptide (CAMP) resistance,"GO:0008745,GO:0009253",N-acetylmuramoyl-L-alanine amidase activity;peptidoglycan catabolic process,"GO_MF,GO_BP",-,PF01520
MGYG000000171_00370,1,MGYG000000171_00370,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF14199
MGYG000000180_01416,1,MGYG000000180_01416,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000184_02477,1,MGYG000000184_02477,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000191_00395,1,MGYG000000191_00395,-,hypothetical protein,-,"COG0346,COG1363",QEG,-,-,-,-,-,-,-,"PF05343,PF00903"
MGYG000000203_02502,1,MGYG000000203_02502,-,hypothetical protein,-,COG2373,R,-,-,-,GO:0004866,endopeptidase inhibitor activity,GO_MF,-,"PF07703,PF00207,PF01835"
MGYG000000211_05066,2,MGYG000000211_05066,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF03432
MGYG000000211_05070,2,MGYG000000211_05070,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000211_05071,2,MGYG000000211_05071,-,hypothetical protein,-,COG4115,V,-,-,-,"GO:0004519,GO:0006401",endonuclease activity;RNA catabolic process,"GO_MF,GO_BP",-,PF06769
MGYG000000211_05072,2,MGYG000000211_05072,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000213_04194,1,MGYG000000213_04194,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000224_00350,2,MGYG000000224_00350,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000243_02125,0,frdB,-,Fumarate reductase iron-sulfur subunit,-,COG0479,C,ko:K00240,"map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01200,map01130",Citrate cycle (TCA cycle);Oxidative phosphorylation;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of antibiotics,"GO:0051537,GO:0051536,GO:0009055","2 iron, 2 sulfur cluster binding;iron-sulfur cluster binding;electron transfer activity","GO_MF,GO_MF,GO_MF","1.3.5.1,1.3.5.4","PF13085,PF12838"
MGYG000000243_02126,0,frdA,-,Fumarate reductase flavoprotein subunit,-,COG1053,C,ko:K00239,"map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01200,map05134,map01130",Citrate cycle (TCA cycle);Oxidative phosphorylation;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Legionellosis;Biosynthesis of antibiotics,GO:0016491,oxidoreductase activity,GO_MF,"1.3.5.4,1.3.5.1","PF00890,PF02910"
MGYG000000243_01569,3,rpmG1,rpmG,50S ribosomal protein L33 1,Large ribosomal subunit protein bL33,COG0267,J,"ko:K02902,ko:K02913",map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840,GO:0000315,GO:0022625",structural constituent of ribosome;translation;ribosome;organellar large ribosomal subunit;cytosolic large ribosomal subunit,"GO_MF,GO_BP,GO_CC,GO_CC,GO_CC",-,"PF00830,PF00471"
MGYG000000243_01805,1,macB_3,-,Macrolide export ATP-binding/permease protein MacB,-,COG0577,V,ko:K02004,-,-,GO:0016020,membrane,GO_CC,3.6.3.-,"PF12704,PF02687"
MGYG000000243_02281,1,MGYG000000243_02281,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000243_01331,0,gapA,gapA,Glyceraldehyde-3-phosphate dehydrogenase A,Glyceraldehyde-3-phosphate dehydrogenase,COG0057,G,ko:K00134,"map00010,map00710,map01100,map01110,map01120,map01200,map01230,map04066,map05010,map05130,map05132,map05415,map01130",Glycolysis / Gluconeogenesis;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;HIF-1 signaling pathway;Alzheimer disease;Pathogenic Escherichia coli infection;Salmonella infection;Diabetic cardiomyopathy;Biosynthesis of antibiotics,"GO:0016620,GO:0050661,GO:0051287,GO:0006006,GO:0006094,GO:0006096,GO:0019682","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;NADP binding;NAD binding;glucose metabolic process;gluconeogenesis;glycolytic process;glyceraldehyde-3-phosphate metabolic process","GO_MF,GO_MF,GO_MF,GO_BP,GO_BP,GO_BP,GO_BP",1.2.1.12,"PF00044,PF02800"
MGYG000000243_00572,0,gltA,-,Citrate synthase,-,COG0372,C,"ko:K01647,ko:K01659","map00020,map00630,map01100,map01110,map01120,map01200,map01210,map01230,map00640,map01130",Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Propanoate metabolism;Biosynthesis of antibiotics,GO:0046912,"acyltransferase activity, acyl groups converted into alkyl on transfer",GO_MF,"2.3.3.16,2.3.3.1,2.3.3.5",PF00285
MGYG000000243_00603,3,carD,fixA,Caffeyl-CoA reductase-Etf complex subunit CarD,Protein FixA,COG2086,C,ko:K03521,-,-,GO:0009055,electron transfer activity,GO_MF,1.3.1.108,PF01012
MGYG000000243_00604,3,carE,etfA,Caffeyl-CoA reductase-Etf complex subunit CarE,Electron transfer flavoprotein subunit alpha,COG2025,C,ko:K03522,-,-,GO:0055085,transmembrane transport,GO_BP,1.3.1.108,"PF00766,PF07661,PF03544,PF01012"
MGYG000000243_00606,0,caiA,-,Crotonobetainyl-CoA dehydrogenase,-,COG1960,I,-,-,-,"GO:0003995,GO:0016627,GO:0050660","acyl-CoA dehydrogenase activity;oxidoreductase activity, acting on the CH-CH group of donors;flavin adenine dinucleotide binding","GO_MF,GO_MF,GO_MF",1.3.99.-,"PF12186,PF02771,PF02770,PF00441"
MGYG000000243_00699,0,MGYG000000243_00699,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000243_01958,0,rpsN,rpsN,30S ribosomal protein S14,Small ribosomal subunit protein uS14,COG0199,J,ko:K02954,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,PF00253
MGYG000000243_01959,0,rplE,rplE,50S ribosomal protein L5,Large ribosomal subunit protein uL5,COG0094,J,ko:K02931,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,"PF00673,PF00281"
MGYG000000243_01964,0,rplP,rplP,50S ribosomal protein L16,Large ribosomal subunit protein uL16,COG0197,J,ko:K02878,map03010,Ribosome,"GO:0003735,GO:0019843,GO:0006412,GO:0005840,GO:0000315,GO:0022625",structural constituent of ribosome;rRNA binding;translation;ribosome;organellar large ribosomal subunit;cytosolic large ribosomal subunit,"GO_MF,GO_MF,GO_BP,GO_CC,GO_CC,GO_CC",-,PF00252
MGYG000000243_01966,0,rplV,rplV,50S ribosomal protein L22,Large ribosomal subunit protein uL22,COG0091,J,ko:K02890,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840,GO:0015934,GO:0015935,GO:0003723,GO:0000311,GO:0022625",structural constituent of ribosome;translation;ribosome;large ribosomal subunit;small ribosomal subunit;RNA binding;plastid large ribosomal subunit;cytosolic large ribosomal subunit,"GO_MF,GO_BP,GO_CC,GO_CC,GO_CC,GO_MF,GO_CC,GO_CC",-,"PF00237,PF00203"
MGYG000000243_01988,1,tufA,tuf,Elongation factor Tu,Elongation factor Tu,COG0050,J,ko:K02358,map04626,Plant-pathogen interaction,"GO:0003924,GO:0005525,GO:0003746,GO:0006414,GO:0016853,GO:0048029,GO:0005996",GTPase activity;GTP binding;translation elongation factor activity;translational elongation;isomerase activity;monosaccharide binding;monosaccharide metabolic process,"GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_MF,GO_BP",-,"PF03143,PF00009,PF03144,PF05025"
MGYG000000243_01864,2,rcsC_14,-,Sensor histidine kinase RcsC,-,"COG4977,COG0745,COG2207,COG3292,COG0642",KTKKTT,-,-,-,"GO:0000160,GO:0000155,GO:0007165,GO:0016772,GO:0016310,GO:0005515,GO:0003700,GO:0043565,GO:0006355","phosphorelay signal transduction system;phosphorelay sensor kinase activity;signal transduction;transferase activity, transferring phosphorus-containing groups;phosphorylation;protein binding;DNA-binding transcription factor activity;sequence-specific DNA binding;regulation of DNA-templated transcription","GO_BP,GO_MF,GO_BP,GO_MF,GO_BP,GO_MF,GO_MF,GO_MF,GO_BP",2.7.13.3,"PF00512,PF07494,PF12833,PF07495,PF02518,PF00072"
MGYG000000243_00195,0,MGYG000000243_00195,-,hypothetical protein,-,-,-,-,-,-,"GO:0030170,GO:0031071,GO:0044571",pyridoxal phosphate binding;cysteine desulfurase activity;[2Fe-2S] cluster assembly,"GO_MF,GO_MF,GO_BP",-,"PF00266,PF14057"
MGYG000000243_00196,0,MGYG000000243_00196,-,hypothetical protein,-,COG0822,O,-,-,-,-,-,-,-,-
MGYG000000243_00375,3,nqrB,nqrB,Na(+)-translocating NADH-quinone reductase subunit B,Na(+)-translocating NADH-quinone reductase subunit B,COG1805,C,ko:K00347,-,-,"GO:0055085,GO:0016020,GO:0010181,GO:0016655,GO:0006814,GO:0022904","transmembrane transport;membrane;FMN binding;oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;sodium ion transport;respiratory electron transport chain","GO_BP,GO_CC,GO_MF,GO_MF,GO_BP,GO_BP",1.6.5.8,"PF03116,PF04205"
MGYG000000265_04191,2,MGYG000000265_04191,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF03432
MGYG000000265_04192,2,MGYG000000265_04192,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF03432
MGYG000000265_04084,2,MGYG000000265_04084,-,hypothetical protein,-,"COG3451,COG0484",UO,-,-,-,-,-,-,-,-
MGYG000000272_00422,1,MGYG000000272_00422,-,hypothetical protein,-,"COG3823,COG6083,COG1404",OUO,-,-,-,"GO:0008236,GO:0006508,GO:0004252",serine-type peptidase activity;proteolysis;serine-type endopeptidase activity,"GO_MF,GO_BP,GO_MF",-,"PF16361,PF00082"
MGYG000000312_02254,1,yteP_10,lplB,putative multiple-sugar transport system permease YteP,Protein LplB,COG4209,G,-,-,-,"GO:0055085,GO:0016020",transmembrane transport;membrane,"GO_BP,GO_CC",-,PF00528
MGYG000000325_00091,1,MGYG000000325_00091,CTC_01941,putative RNA methyltransferase,Uncharacterized RNA methyltransferase CTC_01941,COG2265,J,ko:K03215,-,-,"GO:0008173,GO:0006396",RNA methyltransferase activity;RNA processing,"GO_MF,GO_BP",2.1.1.-,PF05958
MGYG000000344_00950,1,dapF_2,dapF,Diaminopimelate epimerase,Diaminopimelate epimerase,"COG0253,COG0458",EEF,ko:K01778,"map00300,map00470,map01100,map01110,map01120,map01230",Lysine biosynthesis;D-Amino acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids,"GO:0008837,GO:0009089,GO:0005737",diaminopimelate epimerase activity;lysine biosynthetic process via diaminopimelate;cytoplasm,"GO_MF,GO_BP,GO_CC",5.1.1.7,PF01678
MGYG000000380_00365,1,MGYG000000380_00365,-,hypothetical protein,-,COG3344,X,-,-,-,-,-,-,-,"PF08388,PF00078"
MGYG000000409_00461,1,ybeY,ybeY,Endoribonuclease YbeY,Endoribonuclease YbeY,COG0319,J,"ko:K01489,ko:K07042","map00240,map00983,map01100,map01232",Pyrimidine metabolism;Drug metabolism - other enzymes;Metabolic pathways;Nucleotide metabolism,"GO:0004222,GO:0006364",metalloendopeptidase activity;rRNA processing,"GO_MF,GO_BP",3.1.-.-,PF02130
MGYG000000424_02550,1,MGYG000000424_02550,-,hypothetical protein,-,COG4260,O,-,-,-,-,-,-,-,PF13421
MGYG000000433_01564,2,MGYG000000433_01564,-,hypothetical protein,-,COG1696,M,-,-,-,GO:0016746,acyltransferase activity,GO_MF,-,PF03062
MGYG000000442_02017,0,rpsD,rpsD,30S ribosomal protein S4,Small ribosomal subunit protein uS4,COG0522,J,ko:K02986,map03010,Ribosome,"GO:0019843,GO:0003723,GO:0003735,GO:0006412,GO:0015935",rRNA binding;RNA binding;structural constituent of ribosome;translation;small ribosomal subunit,"GO_MF,GO_MF,GO_MF,GO_BP,GO_CC",-,"PF00163,PF01479"
MGYG000000456_00559,1,cas1,-,CRISPR-associated endonuclease Cas1,-,COG1518,V,ko:K15342,-,-,"GO:0003676,GO:0004519,GO:0046872,GO:0043571,GO:0051607,GO:0004520",nucleic acid binding;endonuclease activity;metal ion binding;maintenance of CRISPR repeat elements;defense response to virus;DNA endonuclease activity,"GO_MF,GO_MF,GO_MF,GO_BP,GO_BP,GO_MF",3.1.-.-,PF01867
MGYG000000474_01030,1,MGYG000000474_01030,-,hypothetical protein,-,COG1240,P,-,-,-,-,-,-,-,"PF00395,PF17802"
MGYG000000488_01349,1,glgP,glgP,Glycogen phosphorylase,Glycogen phosphorylase,COG0058,G,-,-,-,"GO:0008184,GO:0005975,GO:0004645,GO:0030170","glycogen phosphorylase activity;carbohydrate metabolic process;1,4-alpha-oligoglucan phosphorylase activity;pyridoxal phosphate binding","GO_MF,GO_BP,GO_MF,GO_MF",2.4.1.1,PF00343
MGYG000000545_01625,1,pgcA,pgcA,Phosphoglucomutase,Phosphoglucomutase,COG1109,G,"ko:K01835,ko:K01840","map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01250,map00051,map00520,map00541,map01100,map01110,map01250",Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Galactose metabolism;Purine metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of nucleotide sugars,"GO:0016868,GO:0005975,GO:0000287",intramolecular phosphotransferase activity;carbohydrate metabolic process;magnesium ion binding,"GO_MF,GO_BP,GO_MF",5.4.2.2,"PF00408,PF02879,PF02878,PF02880"
MGYG000000553_01979,1,MGYG000000553_01979,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF16125
MGYG000000555_02112,0,MGYG000000555_02112,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF12985
MGYG000000568_00043,0,gapA,gapA,Glyceraldehyde-3-phosphate dehydrogenase A,Glyceraldehyde-3-phosphate dehydrogenase,COG0057,G,ko:K00134,"map00010,map00710,map01100,map01110,map01120,map01200,map01230,map04066,map05010,map05130,map05132,map05415",Glycolysis / Gluconeogenesis;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;HIF-1 signaling pathway;Alzheimer disease;Pathogenic Escherichia coli infection;Salmonella infection;Diabetic cardiomyopathy,"GO:0008236,GO:0006508,GO:0016620,GO:0050661,GO:0051287,GO:0006006","serine-type peptidase activity;proteolysis;oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;NADP binding;NAD binding;glucose metabolic process","GO_MF,GO_BP,GO_MF,GO_MF,GO_MF,GO_BP",1.2.1.12,"PF00044,PF03572,PF02800"
MGYG000000621_00970,1,MGYG000000621_00970,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF09719
MGYG000000637_01118,1,MGYG000000637_01118,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000638_01789,1,MGYG000000638_01789,-,hypothetical protein,-,COG4277,R,-,-,-,"GO:0003824,GO:0051536",catalytic activity;iron-sulfur cluster binding,"GO_MF,GO_MF",-,-
MGYG000000652_01784,1,MGYG000000652_01784,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000652_01926,4,htpG_1,htpG,Chaperone protein HtpG,Chaperone protein htpG,COG0326,O,ko:K04079,"map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05132,map05200,map05207,map05215,map05417,map05418",Protein processing in endoplasmic reticulum;PI3K-Akt signaling pathway;Necroptosis;Antigen processing and presentation;NOD-like receptor signaling pathway;Plant-pathogen interaction;IL-17 signaling pathway;Th17 cell differentiation;Progesterone-mediated oocyte maturation;Estrogen signaling pathway;Salmonella infection;Pathways in cancer;Chemical carcinogenesis - receptor activation;Prostate cancer;Lipid and atherosclerosis;Fluid shear stress and atherosclerosis,"GO:0005524,GO:0016887,GO:0051082,GO:0140662,GO:0006457",ATP binding;ATP hydrolysis activity;unfolded protein binding;ATP-dependent protein folding chaperone;protein folding,"GO_MF,GO_MF,GO_MF,GO_MF,GO_BP",-,"PF13589,PF00183"
MGYG000000652_01927,4,clpC_1,clpC,Negative regulator of genetic competence ClpC/MecB,Negative regulator of genetic competence ClpC/MecB,COG0542,O,ko:K03696,map01100,Metabolic pathways,"GO:0005524,GO:0005515,GO:0016887",ATP binding;protein binding;ATP hydrolysis activity,"GO_MF,GO_MF,GO_MF",-,"PF00004,PF07724,PF17871,PF10431"
MGYG000000652_01929,0,MGYG000000652_01929,-,hypothetical protein,-,"COG4235,COG3063,COG5010,COG4783,COG0457",CONWWMOR,-,-,-,GO:0005515,protein binding,GO_MF,-,-
MGYG000000655_02119,1,MGYG000000655_02119,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF11589
MGYG000000655_02120,1,MGYG000000655_02120,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000655_02122,1,MGYG000000655_02122,-,hypothetical protein,-,-,-,-,-,-,GO:0015485,cholesterol binding,GO_MF,-,PF01289
MGYG000000655_02123,1,MGYG000000655_02123,-,hypothetical protein,-,COG2931,Q,ko:K11031,map02024,Quorum sensing,GO:0015485,cholesterol binding,GO_MF,-,PF01289
MGYG000000673_00573,1,ligA,ligA,DNA ligase,DNA ligase,COG0272,L,ko:K01972,"map03030,map03410,map03420,map03430",DNA replication;Base excision repair;Nucleotide excision repair;Mismatch repair,"GO:0003911,GO:0006260,GO:0006281,GO:0003677",DNA ligase (NAD+) activity;DNA replication;DNA repair;DNA binding,"GO_MF,GO_BP,GO_BP,GO_MF",6.5.1.2,"PF12826,PF01653,PF00533,PF14520,PF03120,PF03119"
MGYG000000703_01998,1,MGYG000000703_01998,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000707_02282,1,MGYG000000707_02282,-,hypothetical protein,-,"COG3401,COG1572,COG6083,COG6085",RRUU,-,-,-,-,-,-,-,PF13385
MGYG000000714_00805,1,divIB,-,Cell division protein DivIB,-,COG1589,D,ko:K03589,map04112,Cell cycle - Caulobacter,-,-,-,-,PF08478
MGYG000000722_01233,1,MGYG000000722_01233,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000740_00738,1,esiB_1,-,Secretory immunoglobulin A-binding protein EsiB,-,-,-,-,-,-,GO:0005515,protein binding,GO_MF,-,PF08238
MGYG000000749_00669,1,MGYG000000749_00669,-,hypothetical protein,-,COG4231,C,ko:K00179,-,-,"GO:0016491,GO:0003824,GO:0030976,GO:0043805",oxidoreductase activity;catalytic activity;thiamine pyrophosphate binding;indolepyruvate ferredoxin oxidoreductase activity,"GO_MF,GO_MF,GO_MF,GO_MF",-,"PF02775,PF01855,PF00037"
MGYG000000776_00488,1,MGYG000000776_00488,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000796_01306,1,MGYG000000796_01306,-,hypothetical protein,-,COG0470,L,ko:K02341,"map03030,map03430,map03440",DNA replication;Mismatch repair;Homologous recombination,-,-,-,-,PF13177
MGYG000000821_01339,1,kdsD,kdsD,Arabinose 5-phosphate isomerase KdsD,Arabinose 5-phosphate isomerase KdsD,"COG2524,COG2905,COG0517,COG0794",KTTGM,ko:K06041,"map00540,map01100,map01250",Lipopolysaccharide biosynthesis;Metabolic pathways;Biosynthesis of nucleotide sugars,"GO:0097367,GO:1901135,GO:0016853,GO:0005975",carbohydrate derivative binding;carbohydrate derivative metabolic process;isomerase activity;carbohydrate metabolic process,"GO_MF,GO_BP,GO_MF,GO_BP",5.3.1.13,"PF01380,PF00571"
MGYG000000850_00223,1,lpxD,lpxD,UDP-3-O-acylglucosamine N-acyltransferase,UDP-3-O-acylglucosamine N-acyltransferase,COG1044,M,ko:K02536,"map00540,map01100",Lipopolysaccharide biosynthesis;Metabolic pathways,"GO:0016410,GO:0009245,GO:0016747","N-acyltransferase activity;lipid A biosynthetic process;acyltransferase activity, transferring groups other than amino-acyl groups","GO_MF,GO_BP,GO_MF",2.3.1.-,"PF04613,PF00132"
MGYG000000894_00935,4,MGYG000000894_00935,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000918_01813,1,MGYG000000918_01813,-,hypothetical protein,-,-,-,ko:K12056,-,-,-,-,-,-,PF07916
MGYG000000938_00348,1,dppA,-,Periplasmic dipeptide transport protein,-,COG0747,E,ko:K02035,map02024,Quorum sensing,"GO:0055085,GO:0043190",transmembrane transport;ATP-binding cassette (ABC) transporter complex,"GO_BP,GO_CC",-,PF00496
MGYG000000951_01093,1,pknD_2,-,Serine/threonine-protein kinase PknD,-,"COG1196,COG0515,COG0539,COG5752,COG1112",DTJTL,-,-,-,"GO:0004672,GO:0005524,GO:0006468,GO:0016887,GO:0004386",protein kinase activity;ATP binding;protein phosphorylation;ATP hydrolysis activity;helicase activity,"GO_MF,GO_MF,GO_BP,GO_MF,GO_MF",2.7.11.1,"PF13087,PF00069,PF13086"
MGYG000000952_00006,1,MGYG000000952_00006,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF06133
MGYG000000967_00442,1,MGYG000000967_00442,-,hypothetical protein,-,"COG3866,COG6083,COG2755,COG4677",GUDIGI,-,-,-,"GO:0030599,GO:0042545,GO:0016787",pectinesterase activity;cell wall modification;hydrolase activity,"GO_MF,GO_BP,GO_MF",-,"PF01095,PF13472,PF02368"
