gene,cluster,Name,SwissProt_gene,Product,SwissProt_product,COG_ID,COG_FID,KEGG_ID,KEGG_PID,KEGG_Pathway,GO_ID,GO_Name,GO_Category,EC_number,Pfam_ID
MGYG000000456_00559,2,cas1,-,CRISPR-associated endonuclease Cas1,-,COG1518,V,ko:K15342,-,-,"GO:0003676,GO:0004519,GO:0046872,GO:0043571,GO:0051607,GO:0004520",nucleic acid binding;endonuclease activity;metal ion binding;maintenance of CRISPR repeat elements;defense response to virus;DNA endonuclease activity,"GO_MF,GO_MF,GO_MF,GO_BP,GO_BP,GO_MF",3.1.-.-,PF01867
MGYG000000545_01625,2,pgcA,pgcA,Phosphoglucomutase,Phosphoglucomutase,COG1109,G,"ko:K01835,ko:K01840","map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01250,map00051,map00520,map00541,map01100,map01110,map01250",Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Galactose metabolism;Purine metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of nucleotide sugars,"GO:0016868,GO:0005975,GO:0000287",intramolecular phosphotransferase activity;carbohydrate metabolic process;magnesium ion binding,"GO_MF,GO_BP,GO_MF",5.4.2.2,"PF00408,PF02879,PF02878,PF02880"
MGYG000000620_00523,6,mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,Phospho-N-acetylmuramoyl-pentapeptide-transferase,COG0472,M,ko:K01000,"map00550,map01100,map01502",Peptidoglycan biosynthesis;Metabolic pathways;Vancomycin resistance,"GO:0016780,GO:0016020,GO:0008963","phosphotransferase activity, for other substituted phosphate groups;membrane;phospho-N-acetylmuramoyl-pentapeptide-transferase activity","GO_MF,GO_CC,GO_MF",2.7.8.13,"PF10555,PF00953"
MGYG000000637_01118,2,MGYG000000637_01118,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000679_00602,2,MGYG000000679_00602,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000696_02600,1,ahpC,ahpC,Alkyl hydroperoxide reductase C,Alkyl hydroperoxide reductase C,COG0450,V,ko:K03386,map04214,Apoptosis - fly,"GO:0016209,GO:0016491,GO:0051920,GO:0006979",antioxidant activity;oxidoreductase activity;peroxiredoxin activity;response to oxidative stress,"GO_MF,GO_MF,GO_MF,GO_BP",1.11.1.15,"PF00578,PF10417"
MGYG000000696_02601,1,ahpF,ahpF,Alkyl hydroperoxide reductase subunit F,Alkyl hydroperoxide reductase subunit F,COG3634,V,ko:K03387,-,-,"GO:0016491,GO:0050660,GO:0051287,GO:0102039,GO:0000302",oxidoreductase activity;flavin adenine dinucleotide binding;NAD binding;NADH-dependent peroxiredoxin activity;response to reactive oxygen species,"GO_MF,GO_MF,GO_MF,GO_MF,GO_BP",1.8.1.-,"PF13192,PF07992"
MGYG000000714_00805,2,divIB,-,Cell division protein DivIB,-,COG1589,D,ko:K03589,map04112,Cell cycle - Caulobacter,-,-,-,-,PF08478
MGYG000000722_01233,2,MGYG000000722_01233,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000749_00669,5,MGYG000000749_00669,-,hypothetical protein,-,COG4231,C,ko:K00179,-,-,"GO:0016491,GO:0003824,GO:0030976,GO:0043805",oxidoreductase activity;catalytic activity;thiamine pyrophosphate binding;indolepyruvate ferredoxin oxidoreductase activity,"GO_MF,GO_MF,GO_MF,GO_MF",-,"PF02775,PF01855,PF00037"
MGYG000000767_00757,2,walR,-,Transcriptional regulatory protein WalR,-,COG0745,TK,-,-,-,"GO:0000160,GO:0003677,GO:0006355",phosphorelay signal transduction system;DNA binding;regulation of DNA-templated transcription,"GO_BP,GO_MF,GO_BP",-,"PF00486,PF00072"
MGYG000000788_01097,4,MGYG000000788_01097,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000793_00590,2,siaM_1,dctM,Sialic acid TRAP transporter large permease protein SiaM,Putative dicarboxylate transporter subunit,COG1593,G,-,-,-,GO:0016020,membrane,GO_CC,-,PF06808
MGYG000000796_01306,2,MGYG000000796_01306,-,hypothetical protein,-,COG0470,L,ko:K02341,"map03030,map03430,map03440",DNA replication;Mismatch repair;Homologous recombination,-,-,-,-,PF13177
MGYG000000850_00223,2,lpxD,lpxD,UDP-3-O-acylglucosamine N-acyltransferase,UDP-3-O-acylglucosamine N-acyltransferase,COG1044,M,ko:K02536,"map00540,map01100",Lipopolysaccharide biosynthesis;Metabolic pathways,"GO:0016410,GO:0009245,GO:0016747","N-acyltransferase activity;lipid A biosynthetic process;acyltransferase activity, transferring groups other than amino-acyl groups","GO_MF,GO_BP,GO_MF",2.3.1.-,"PF04613,PF00132"
MGYG000000870_00400,2,MGYG000000870_00400,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000933_00543,1,typA,bipA,GTP-binding protein TypA/BipA,Large ribosomal subunit assembly factor BipA,COG1217,T,ko:K06207,-,-,"GO:0003924,GO:0005525",GTPase activity;GTP binding,"GO_MF,GO_MF",-,"PF00009,PF00679,PF03144"
MGYG000000951_01093,2,pknD_2,-,Serine/threonine-protein kinase PknD,-,"COG1196,COG0515,COG0539,COG5752,COG1112",DTJTL,-,-,-,"GO:0004672,GO:0005524,GO:0006468,GO:0016887,GO:0004386",protein kinase activity;ATP binding;protein phosphorylation;ATP hydrolysis activity;helicase activity,"GO_MF,GO_MF,GO_BP,GO_MF,GO_MF",2.7.11.1,"PF13087,PF00069,PF13086"
MGYG000000952_00006,2,MGYG000000952_00006,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF06133
MGYG000000967_00442,2,MGYG000000967_00442,-,hypothetical protein,-,"COG3866,COG6083,COG2755,COG4677",GUDIGI,-,-,-,"GO:0030599,GO:0042545,GO:0016787",pectinesterase activity;cell wall modification;hydrolase activity,"GO_MF,GO_BP,GO_MF",-,"PF01095,PF13472,PF02368"
MGYG000001095_02237,5,MGYG000001095_02237,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001102_01745,5,queH,-,Epoxyqueuosine reductase QueH,-,COG1636,J,ko:K09765,-,-,-,-,-,1.17.99.6,PF02677
MGYG000001132_01579,5,sarA_3,-,Oligopeptide-binding protein SarA,-,COG4166,E,"ko:K02035,ko:K15580","map02024,map01501,map02010,map02024",Quorum sensing;beta-Lactam resistance;ABC transporters;Quorum sensing,-,-,-,-,PF00496
MGYG000001263_04486,2,cpdR,-,Response regulator receiver protein CpdR,-,"COG4191,COG5979,COG0745,COG2203,COG2204,COG5809,COG4753,COG5977,COG0784",TTTKTTDTTKTT,-,-,-,GO:0000160,phosphorelay signal transduction system,GO_BP,-,PF00072
MGYG000001267_00898,2,MGYG000001267_00898,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001289_00015,2,ltxB,-,Leukotoxin export ATP-binding protein LtxB,-,"COG1132,COG2274",MVV,ko:K06147,-,-,"GO:0005524,GO:0016887,GO:0016020",ATP binding;ATP hydrolysis activity;membrane,"GO_MF,GO_MF,GO_CC",3.6.3.43,PF00005
MGYG000001299_00221,2,rnr,rnr,Ribonuclease R,Ribonuclease R,COG0557,K,ko:K12573,map03018,RNA degradation,"GO:0003723,GO:0004540,GO:0003676,GO:0016070,GO:0004518",RNA binding;RNA nuclease activity;nucleic acid binding;RNA metabolic process;nuclease activity,"GO_MF,GO_MF,GO_MF,GO_BP,GO_MF",3.1.13.1,"PF00773,PF17876,PF00575,PF08206"
MGYG000001306_00010,2,MGYG000001306_00010,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001314_00634,2,MGYG000001314_00634,-,hypothetical protein,-,COG0463,M,-,-,-,-,-,-,-,PF00535
MGYG000001315_03355,2,MGYG000001315_03355,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001317_01592,2,MGYG000001317_01592,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001346_03150,5,sodB,sodB,Superoxide dismutase [Mn/Fe],Superoxide dismutase [Fe],COG0605,P,ko:K04564,"map04013,map04068,map04146,map04211,map04212,map04213,map05016,map05208,map05417",MAPK signaling pathway - fly;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Huntington disease;Chemical carcinogenesis - reactive oxygen species;Lipid and atherosclerosis,"GO:0004784,GO:0046872,GO:0006801",superoxide dismutase activity;metal ion binding;superoxide metabolic process,"GO_MF,GO_MF,GO_BP",1.15.1.1,"PF00081,PF02777,PF14903"
MGYG000001353_00208,3,MGYG000001353_00208,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001372_01585,1,MGYG000001372_01585,-,hypothetical protein,-,COG0810,M,-,-,-,-,-,-,-,-
MGYG000001391_03222,0,MGYG000001391_03222,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001448_01008,2,MGYG000001448_01008,-,hypothetical protein,-,"COG3231,COG2334,COG0645,COG3173",JTRR,ko:K07028,-,-,-,-,-,-,PF01636
MGYG000001453_03445,2,putR,-,Proline-responsive transcriptional activator PutR,-,COG2508,K,-,-,-,-,-,-,-,"PF17853,PF13556"
MGYG000001519_00206,2,hpf,yfeA,Putative metal ABC transporter substrate-binding protein Hpf,Iron-binding protein YfeA,COG0803,P,"ko:K09818,ko:K11601","map02010,map02020",ABC transporters;Two-component system,"GO:0046872,GO:0030001,GO:0007155",metal ion binding;metal ion transport;cell adhesion,"GO_MF,GO_BP,GO_BP",-,PF01297
MGYG000001521_00188,2,MGYG000001521_00188,-,hypothetical protein,-,COG2826,X,-,-,-,-,-,-,-,PF13936
MGYG000001537_00492,6,menC,menC,o-succinylbenzoate synthase,o-succinylbenzoate synthase,COG4948,MR,ko:K02549,"map00130,map01100,map01110,map01240",Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,"GO:0000287,GO:0016836,GO:0009234",magnesium ion binding;hydro-lyase activity;menaquinone biosynthetic process,"GO_MF,GO_MF,GO_BP",4.2.1.113,"PF13378,PF18374"
MGYG000001537_01860,0,MGYG000001537_01860,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001569_00561,2,MGYG000001569_00561,-,hypothetical protein,-,"COG3209,COG4223",RS,-,-,-,-,-,-,-,-
MGYG000001611_00998,2,dapE_2,-,Succinyl-diaminopimelate desuccinylase,-,COG0624,E,ko:K13049,-,-,GO:0016787,hydrolase activity,GO_MF,3.5.1.18,"PF07687,PF01546"
MGYG000001650_01218,2,rplJ,rplJ,50S ribosomal protein L10,Large ribosomal subunit protein uL10,COG0244,J,ko:K02864,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0015934",structural constituent of ribosome;translation;large ribosomal subunit,"GO_MF,GO_BP,GO_CC",-,PF00466
MGYG000001702_02055,2,codB_1,-,Cytosine permease,-,COG1457,F,ko:K10974,-,-,"GO:0022857,GO:0055085,GO:0016020,GO:0015209",transmembrane transporter activity;transmembrane transport;membrane;cytosine transmembrane transporter activity,"GO_MF,GO_BP,GO_CC,GO_MF",-,PF02133
MGYG000001750_00903,2,leuS,leuS,Leucine--tRNA ligase,Leucine--tRNA ligase,COG0495,J,ko:K01869,map00970,Aminoacyl-tRNA biosynthesis,"GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0004823,GO:0006429,GO:0002161",nucleotide binding;aminoacyl-tRNA ligase activity;ATP binding;tRNA aminoacylation for protein translation;leucine-tRNA ligase activity;leucyl-tRNA aminoacylation;aminoacyl-tRNA editing activity,"GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_BP,GO_MF",6.1.1.4,"PF00133,PF13603,PF08264"
MGYG000001789_02433,0,ptk,-,Tyrosine-protein kinase ptk,-,"COG3206,COG0489",MD,-,-,-,"GO:0016020,GO:0045226",membrane;extracellular polysaccharide biosynthetic process,"GO_CC,GO_BP",2.7.10.-,"PF02706,PF13807,PF13614"
MGYG000001852_00710,0,MGYG000001852_00710,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF09954
MGYG000001878_02431,5,MGYG000001878_02431,-,Keratan-sulfate endo-1%2C4-beta-galactosidase,-,COG2273,G,-,-,-,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process","GO_MF,GO_BP",3.2.1.103,PF00722
MGYG000001891_00291,2,MGYG000001891_00291,-,hypothetical protein,-,COG4219,T,-,-,-,-,-,-,-,"PF16107,PF05569"
MGYG000001931_00803,5,MGYG000001931_00803,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001970_01900,2,MGYG000001970_01900,-,hypothetical protein,-,"COG4499,COG1470,COG2133,COG3291,COG2373,COG1305,COG3401,COG3209,COG1572,COG3979,COG2247",USGSRORRRGM,-,-,-,GO:0005515,protein binding,GO_MF,-,"PF05593,PF00801"
MGYG000001973_00960,2,aroA,-,3-phosphoshikimate 1-carboxyvinyltransferase,-,COG0128,E,ko:K00800,"map00400,map01100,map01110,map01230","Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","GO:0016765,GO:0003866,GO:0009073,GO:0003824","transferase activity, transferring alkyl or aryl (other than methyl) groups;3-phosphoshikimate 1-carboxyvinyltransferase activity;aromatic amino acid family biosynthetic process;catalytic activity","GO_MF,GO_MF,GO_BP,GO_MF",2.5.1.19,PF00275
MGYG000001977_01479,4,MGYG000001977_01479,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002039_01451,2,recN,-,DNA repair protein RecN,-,COG0497,L,ko:K03631,-,-,"GO:0005524,GO:0006281,GO:0006310",ATP binding;DNA repair;DNA recombination,"GO_MF,GO_BP,GO_BP",-,PF02463
MGYG000002093_00369,2,MGYG000002093_00369,xynB,hypothetical protein,"Endo-1,4-beta-xylanase B",COG0657,I,-,-,-,GO:0016787,hydrolase activity,GO_MF,-,PF07859
MGYG000002150_00626,5,lepA,lepA,Elongation factor 4,Elongation factor 4,COG0481,J,ko:K03596,map05134,Legionellosis,"GO:0003924,GO:0005525",GTPase activity;GTP binding,"GO_MF,GO_MF",3.6.5.-,"PF00009,PF00679,PF03144,PF06421"
MGYG000002162_00218,2,copA_1,cadA,putative copper-exporting P-type ATPase,Cadmium-transporting ATPase,COG2217,P,ko:K01534,-,-,"GO:0005215,GO:0005524,GO:0016887,GO:0016020,GO:0000166",transporter activity;ATP binding;ATP hydrolysis activity;membrane;nucleotide binding,"GO_MF,GO_MF,GO_MF,GO_CC,GO_MF",3.6.3.54,PF00702
MGYG000002170_00735,6,MGYG000002170_00735,-,hypothetical protein,-,COG0591,E,-,-,-,"GO:0022857,GO:0055085,GO:0016020",transmembrane transporter activity;transmembrane transport;membrane,"GO_MF,GO_BP,GO_CC",-,PF00474
MGYG000002171_00642,4,MGYG000002171_00642,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002179_00081,5,MGYG000002179_00081,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002213_00821,2,yafP,-,putative N-acetyltransferase YafP,-,"COG0456,COG1246",JE,ko:K03830,-,-,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",GO_MF,2.3.1.-,PF13673
MGYG000002218_01519,5,MGYG000002218_01519,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002273_05519,0,MGYG000002273_05519,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002314_01137,0,fpgS,folC,Folylpolyglutamate synthase,Dihydrofolate synthase/folylpolyglutamate synthase,COG0285,H,ko:K11754,"map00790,map01100,map01240",Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors,"GO:0004326,GO:0005524,GO:0009396,GO:0016881,GO:0009058",tetrahydrofolylpolyglutamate synthase activity;ATP binding;folic acid-containing compound biosynthetic process;acid-amino acid ligase activity;biosynthetic process,"GO_MF,GO_MF,GO_BP,GO_MF,GO_BP",6.3.2.17,"PF02875,PF08245"
MGYG000002315_01254,2,ygfK,ygfK,Putative oxidoreductase YgfK,Putative oxidoreductase YgfK,"COG0167,COG1143,COG4574,COG0493,COG1145,COG0437",FCOERCC,ko:K12527,map00450,Selenocompound metabolism,"GO:0051536,GO:0016491",iron-sulfur cluster binding;oxidoreductase activity,"GO_MF,GO_MF",-,"PF07992,PF14691"
MGYG000002323_00202,2,MGYG000002323_00202,yhiD,hypothetical protein,Uncharacterized protein YhiD,COG1285,P,ko:K07507,-,-,GO:0016020,membrane,GO_CC,-,PF02308
MGYG000002350_03530,2,argS,argS,Arginine--tRNA ligase,Arginine--tRNA ligase,COG0018,J,ko:K01887,map00970,Aminoacyl-tRNA biosynthesis,"GO:0004814,GO:0005524,GO:0006420,GO:0000166,GO:0004812,GO:0006418,GO:0005737",arginine-tRNA ligase activity;ATP binding;arginyl-tRNA aminoacylation;nucleotide binding;aminoacyl-tRNA ligase activity;tRNA aminoacylation for protein translation;cytoplasm,"GO_MF,GO_MF,GO_BP,GO_MF,GO_MF,GO_BP,GO_CC",6.1.1.19,"PF03485,PF00750,PF05746"
MGYG000002373_02037,2,MGYG000002373_02037,-,hypothetical protein,-,"COG3669,COG0419",GL,-,-,-,-,-,-,-,"PF12972,PF12971,PF05089,PF00754,PF07554"
MGYG000002399_01941,5,sdcS,sdcS,Sodium-dependent dicarboxylate transporter SdcS,Sodium-dependent dicarboxylate transporter SdcS,COG0471,G,ko:K14445,-,-,"GO:0022857,GO:0055085,GO:0016020",transmembrane transporter activity;transmembrane transport;membrane,"GO_MF,GO_BP,GO_CC",-,PF00939
MGYG000002417_01048,5,yofA_1,-,HTH-type transcriptional regulator YofA,-,COG0583,K,-,-,-,"GO:0003700,GO:0006355",DNA-binding transcription factor activity;regulation of DNA-templated transcription,"GO_MF,GO_BP",-,"PF00126,PF03466"
MGYG000002418_01016,5,MGYG000002418_01016,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002421_00371,2,MGYG000002421_00371,-,hypothetical protein,-,COG1766,NU,ko:K02409,map02040,Flagellar assembly,"GO:0003774,GO:0071973,GO:0009431","cytoskeletal motor activity;bacterial-type flagellum-dependent cell motility;bacterial-type flagellum basal body, MS ring","GO_MF,GO_BP,GO_CC",-,"PF08345,PF01514"
MGYG000002438_00209,4,MGYG000002438_00209,-,hypothetical protein,-,"COG4591,COG0577,COG3127",MVQ,ko:K02004,-,-,GO:0016020,membrane,GO_CC,-,"PF02687,PF12704"
MGYG000002438_00235,1,MGYG000002438_00235,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002438_00285,0,gapA,gap,Glyceraldehyde-3-phosphate dehydrogenase A,Glyceraldehyde-3-phosphate dehydrogenase,COG0057,G,ko:K00134,"map00010,map00710,map01100,map01110,map01120,map01200,map01230,map04066,map05010,map05130,map05132,map05415",Glycolysis / Gluconeogenesis;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;HIF-1 signaling pathway;Alzheimer disease;Pathogenic Escherichia coli infection;Salmonella infection;Diabetic cardiomyopathy,"GO:0016620,GO:0050661,GO:0051287,GO:0006006,GO:0052381,GO:0008033","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;NADP binding;NAD binding;glucose metabolic process;tRNA dimethylallyltransferase activity;tRNA processing","GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_BP",1.2.1.12,"PF01715,PF02800,PF00044"
MGYG000002438_00336,1,nagB_1,BT_0258,Glucosamine-6-phosphate deaminase,Putative glucosamine-6-phosphate deaminase-like protein BT_0258,"COG0363,COG2120",GG,ko:K02564,"map00520,map01100",Amino sugar and nucleotide sugar metabolism;Metabolic pathways,"GO:0004342,GO:0006044,GO:0005975",glucosamine-6-phosphate deaminase activity;N-acetylglucosamine metabolic process;carbohydrate metabolic process,"GO_MF,GO_BP,GO_BP",3.5.99.6,"PF02585,PF01182"
MGYG000002438_00341,0,MGYG000002438_00341,-,hypothetical protein,-,-,-,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF07980,PF14322"
