gene,cluster,Name,SwissProt_gene,Product,SwissProt_product,COG_ID,COG_FID,KEGG_ID,KEGG_PID,KEGG_Pathway,GO_ID,GO_Name,GO_Category,EC_number,Pfam_ID
MGYG000000213_04194,4,MGYG000000213_04194,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000215_00319,3,MGYG000000215_00319,-,hypothetical protein,-,COG3577,R,ko:K06985,map04112,Cell cycle - Caulobacter,-,-,-,-,PF13975
MGYG000000243_01805,2,macB_3,-,Macrolide export ATP-binding/permease protein MacB,-,COG0577,V,ko:K02004,-,-,GO:0016020,membrane,GO_CC,3.6.3.-,"PF12704,PF02687"
MGYG000000272_03021,0,MGYG000000272_03021,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000545_01625,2,pgcA,pgcA,Phosphoglucomutase,Phosphoglucomutase,COG1109,G,"ko:K01835,ko:K01840","map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01250,map00051,map00520,map00541,map01100,map01110,map01250",Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Galactose metabolism;Purine metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of nucleotide sugars,"GO:0016868,GO:0005975,GO:0000287",intramolecular phosphotransferase activity;carbohydrate metabolic process;magnesium ion binding,"GO_MF,GO_BP,GO_MF",5.4.2.2,"PF00408,PF02879,PF02878,PF02880"
MGYG000000620_00523,2,mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,Phospho-N-acetylmuramoyl-pentapeptide-transferase,COG0472,M,ko:K01000,"map00550,map01100,map01502",Peptidoglycan biosynthesis;Metabolic pathways;Vancomycin resistance,"GO:0016780,GO:0016020,GO:0008963","phosphotransferase activity, for other substituted phosphate groups;membrane;phospho-N-acetylmuramoyl-pentapeptide-transferase activity","GO_MF,GO_CC,GO_MF",2.7.8.13,"PF10555,PF00953"
MGYG000000621_00970,1,MGYG000000621_00970,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF09719
MGYG000000679_00602,4,MGYG000000679_00602,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000722_01233,2,MGYG000000722_01233,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000894_00935,4,MGYG000000894_00935,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000899_00900,2,hslO,hslO,33 kDa chaperonin,33 kDa chaperonin,COG1281,O,ko:K04083,-,-,"GO:0051082,GO:0006457,GO:0005737",unfolded protein binding;protein folding;cytoplasm,"GO_MF,GO_BP,GO_CC",-,PF01430
MGYG000001102_01745,5,queH,-,Epoxyqueuosine reductase QueH,-,COG1636,J,ko:K09765,-,-,-,-,-,1.17.99.6,PF02677
MGYG000001315_03355,4,MGYG000001315_03355,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001317_01592,2,MGYG000001317_01592,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001353_00208,5,MGYG000001353_00208,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001391_03222,4,MGYG000001391_03222,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001519_00206,2,hpf,yfeA,Putative metal ABC transporter substrate-binding protein Hpf,Iron-binding protein YfeA,COG0803,P,"ko:K09818,ko:K11601","map02010,map02020",ABC transporters;Two-component system,"GO:0046872,GO:0030001,GO:0007155",metal ion binding;metal ion transport;cell adhesion,"GO_MF,GO_BP,GO_BP",-,PF01297
MGYG000001521_00188,2,MGYG000001521_00188,-,hypothetical protein,-,COG2826,X,-,-,-,-,-,-,-,PF13936
MGYG000001537_00492,2,menC,menC,o-succinylbenzoate synthase,o-succinylbenzoate synthase,COG4948,MR,ko:K02549,"map00130,map01100,map01110,map01240",Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,"GO:0000287,GO:0016836,GO:0009234",magnesium ion binding;hydro-lyase activity;menaquinone biosynthetic process,"GO_MF,GO_MF,GO_BP",4.2.1.113,"PF13378,PF18374"
MGYG000001537_00656,4,MGYG000001537_00656,-,hypothetical protein,-,"COG5001,COG2206,COG2200,COG2199,COG2203",TTTTT,-,-,-,-,-,-,-,PF00990
MGYG000001537_01860,2,MGYG000001537_01860,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000001543_03193,5,mltF_1,-,Membrane-bound lytic murein transglycosylase F,-,"COG0407,COG0834",HET,ko:K16957,map02010,ABC transporters,-,-,-,-,PF00497
MGYG000001650_01218,2,rplJ,rplJ,50S ribosomal protein L10,Large ribosomal subunit protein uL10,COG0244,J,ko:K02864,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0015934",structural constituent of ribosome;translation;large ribosomal subunit,"GO_MF,GO_BP,GO_CC",-,PF00466
MGYG000001702_02055,2,codB_1,-,Cytosine permease,-,COG1457,F,ko:K10974,-,-,"GO:0022857,GO:0055085,GO:0016020,GO:0015209",transmembrane transporter activity;transmembrane transport;membrane;cytosine transmembrane transporter activity,"GO_MF,GO_BP,GO_CC,GO_MF",-,PF02133
MGYG000001878_02431,5,MGYG000001878_02431,-,Keratan-sulfate endo-1%2C4-beta-galactosidase,-,COG2273,G,-,-,-,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process","GO_MF,GO_BP",3.2.1.103,PF00722
MGYG000001973_00960,2,aroA,-,3-phosphoshikimate 1-carboxyvinyltransferase,-,COG0128,E,ko:K00800,"map00400,map01100,map01110,map01230","Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","GO:0016765,GO:0003866,GO:0009073,GO:0003824","transferase activity, transferring alkyl or aryl (other than methyl) groups;3-phosphoshikimate 1-carboxyvinyltransferase activity;aromatic amino acid family biosynthetic process;catalytic activity","GO_MF,GO_MF,GO_BP,GO_MF",2.5.1.19,PF00275
MGYG000002150_00626,5,lepA,lepA,Elongation factor 4,Elongation factor 4,COG0481,J,ko:K03596,map05134,Legionellosis,"GO:0003924,GO:0005525",GTPase activity;GTP binding,"GO_MF,GO_MF",3.6.5.-,"PF00009,PF00679,PF03144,PF06421"
MGYG000002170_00735,2,MGYG000002170_00735,-,hypothetical protein,-,COG0591,E,-,-,-,"GO:0022857,GO:0055085,GO:0016020",transmembrane transporter activity;transmembrane transport;membrane,"GO_MF,GO_BP,GO_CC",-,PF00474
MGYG000002171_00642,4,MGYG000002171_00642,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002213_00821,4,yafP,-,putative N-acetyltransferase YafP,-,"COG0456,COG1246",JE,ko:K03830,-,-,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",GO_MF,2.3.1.-,PF13673
MGYG000002273_05519,4,MGYG000002273_05519,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002275_00380,1,MGYG000002275_00380,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002314_01137,2,fpgS,folC,Folylpolyglutamate synthase,Dihydrofolate synthase/folylpolyglutamate synthase,COG0285,H,ko:K11754,"map00790,map01100,map01240",Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors,"GO:0004326,GO:0005524,GO:0009396,GO:0016881,GO:0009058",tetrahydrofolylpolyglutamate synthase activity;ATP binding;folic acid-containing compound biosynthetic process;acid-amino acid ligase activity;biosynthetic process,"GO_MF,GO_MF,GO_BP,GO_MF,GO_BP",6.3.2.17,"PF02875,PF08245"
MGYG000002315_01254,4,ygfK,ygfK,Putative oxidoreductase YgfK,Putative oxidoreductase YgfK,"COG0167,COG1143,COG4574,COG0493,COG1145,COG0437",FCOERCC,ko:K12527,map00450,Selenocompound metabolism,"GO:0051536,GO:0016491",iron-sulfur cluster binding;oxidoreductase activity,"GO_MF,GO_MF",-,"PF07992,PF14691"
MGYG000002432_00330,4,MGYG000002432_00330,-,hypothetical protein,-,"COG0463,COG4261,COG1216",MRG,-,-,-,-,-,-,-,PF00535
MGYG000002442_01077,2,MGYG000002442_01077,-,hypothetical protein,-,COG2079,G,-,-,-,GO:0016829,lyase activity,GO_MF,-,PF03972
MGYG000002527_00970,2,MGYG000002527_00970,-,Magnesium transporter MgtE,-,COG2239,P,ko:K06213,-,-,"GO:0008324,GO:0006812,GO:0015095,GO:0015693,GO:0016020",monoatomic cation transmembrane transporter activity;monoatomic cation transport;magnesium ion transmembrane transporter activity;magnesium ion transport;membrane,"GO_MF,GO_BP,GO_MF,GO_BP,GO_CC",-,"PF01769,PF00571,PF03448"
MGYG000002546_01428,2,lysN,-,2-aminoadipate transaminase,-,COG1167,KE,ko:K05825,"map00300,map01100,map01110,map01210",Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism,"GO:0030170,GO:0009058",pyridoxal phosphate binding;biosynthetic process,"GO_MF,GO_BP",2.6.1.39,PF00155
MGYG000002637_01757,3,MGYG000002637_01757,cfxA,hypothetical protein,Beta-lactamase,COG2367,V,ko:K17836,"map00311,map01110,map01501",Penicillin and cephalosporin biosynthesis;Biosynthesis of secondary metabolites;beta-Lactam resistance,-,-,-,-,PF13354
MGYG000002697_01517,2,MGYG000002697_01517,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002768_01018,5,pyrR,pyrR,Bifunctional protein PyrR,Bifunctional protein PyrR,COG2065,F,ko:K02825,"map00240,map01100,map01232",Pyrimidine metabolism;Metabolic pathways;Nucleotide metabolism,-,-,-,-,PF00156
MGYG000002831_00434,2,rluB,rluB,Ribosomal large subunit pseudouridine synthase B,Ribosomal large subunit pseudouridine synthase B,COG1187,J,"ko:K06178,ko:K06183",-,-,"GO:0003723,GO:0016866,GO:0001522,GO:0009451,GO:0009982",RNA binding;intramolecular transferase activity;pseudouridine synthesis;RNA modification;pseudouridine synthase activity,"GO_MF,GO_MF,GO_BP,GO_BP,GO_MF",5.4.99.22,"PF00849,PF01479"
MGYG000002840_00240,2,hisH,hisH,Imidazole glycerol phosphate synthase subunit HisH,Imidazole glycerol phosphate synthase subunit HisH,COG0118,E,ko:K02501,"map00340,map01100,map01110,map01230",Histidine metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids,"GO:0016763,GO:0000105",pentosyltransferase activity;L-histidine biosynthetic process,"GO_MF,GO_BP",2.4.2.-,PF00117
MGYG000002861_00766,2,MGYG000002861_00766,-,hypothetical protein,-,COG0174,E,ko:K01915,"map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727","Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Two-component system;Necroptosis;Glutamatergic synapse;GABAergic synapse","GO:0004356,GO:0003824",glutamine synthetase activity;catalytic activity,"GO_MF,GO_MF",-,PF00120
MGYG000002935_02204,5,MGYG000002935_02204,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000002967_00452,5,MGYG000002967_00452,-,hypothetical protein,-,COG1075,I,-,-,-,GO:0098599,palmitoyl hydrolase activity,GO_MF,-,PF02089
MGYG000003076_01974,5,MGYG000003076_01974,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000003115_01051,4,trpE_1,trpE,Anthranilate synthase component 1,Anthranilate synthase component 1,COG0147,EH,"ko:K01657,ko:K13503","map00400,map00405,map01100,map01110,map01230,map02024,map02025,map00400,map01100,map01110,map01230","Phenylalanine, tyrosine and tryptophan biosynthesis;Phenazine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Quorum sensing;Biofilm formation - Pseudomonas aeruginosa;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids","GO:0004049,GO:0009058",anthranilate synthase activity;biosynthetic process,"GO_MF,GO_BP",4.1.3.27,-
MGYG000003177_00208,4,MGYG000003177_00208,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000003193_01584,4,MGYG000003193_01584,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000003204_00108,4,xseA,-,Exodeoxyribonuclease 7 large subunit,-,COG1570,L,ko:K03601,map03430,Mismatch repair,"GO:0008855,GO:0006308,GO:0009318,GO:0003676",exodeoxyribonuclease VII activity;DNA catabolic process;exodeoxyribonuclease VII complex;nucleic acid binding,"GO_MF,GO_BP,GO_CC,GO_MF",3.1.11.6,"PF13742,PF02601"
MGYG000003210_00467,4,MGYG000003210_00467,yodJ,hypothetical protein,Putative carboxypeptidase YodJ,"COG2247,COG1876,COG3409",MMM,ko:K07260,"map00550,map01100,map01502,map02020",Peptidoglycan biosynthesis;Metabolic pathways;Vancomycin resistance;Two-component system,"GO:0008233,GO:0006508",peptidase activity;proteolysis,"GO_MF,GO_BP",-,PF02557
MGYG000003302_00486,2,dbpA,-,ATP-dependent RNA helicase DbpA,-,COG1061,KL,-,-,-,"GO:0003677,GO:0005524,GO:0016787",DNA binding;ATP binding;hydrolase activity,"GO_MF,GO_MF,GO_MF",3.6.4.13,"PF00271,PF04851"
MGYG000003505_00741,2,MGYG000003505_00741,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000003549_00803,5,MGYG000003549_00803,TT_C0602,Phenylacetate-coenzyme A ligase,Phenylacetate-coenzyme A ligase,COG1541,H,ko:K01912,"map00360,map01100,map01120,map05111",Phenylalanine metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Biofilm formation - Vibrio cholerae,"GO:0047475,GO:0010124",phenylacetate-CoA ligase activity;phenylacetate catabolic process,"GO_MF,GO_BP",6.2.1.30,"PF14535,PF00501"
MGYG000003567_00399,4,MGYG000003567_00399,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000003595_00097,4,MGYG000003595_00097,-,hypothetical protein,-,"COG3119,COG3408,COG1626",PGG,-,-,-,GO:0005975,carbohydrate metabolic process,GO_BP,-,"PF08531,PF17389,PF05592"
MGYG000003626_02368,4,MGYG000003626_02368,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000003662_01544,5,rpsI,rpsI,30S ribosomal protein S9,Small ribosomal subunit protein uS9,COG0103,J,ko:K02996,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,PF00380
MGYG000003911_01648,4,MGYG000003911_01648,-,hypothetical protein,-,"COG4667,COG0221",IC,-,-,-,GO:0006629,lipid metabolic process,GO_BP,-,PF01734
MGYG000003943_00405,2,rsxD,rnfD,Electron transport complex subunit RsxD,Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D,COG4658,C,ko:K03614,-,-,"GO:0055085,GO:0016020,GO:0022900",transmembrane transport;membrane;electron transport chain,"GO_BP,GO_CC,GO_BP",-,PF03116
MGYG000003992_01357,1,MGYG000003992_01357,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000004050_01709,4,MGYG000004050_01709,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000004053_01935,2,MGYG000004053_01935,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000004200_01133,2,murAA,murA2,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2,COG0766,M,ko:K00790,"map00520,map00550,map01100,map01250",Amino sugar and nucleotide sugar metabolism;Peptidoglycan biosynthesis;Metabolic pathways;Biosynthesis of nucleotide sugars,"GO:0016765,GO:0008760,GO:0019277,GO:0003824","transferase activity, transferring alkyl or aryl (other than methyl) groups;UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity;UDP-N-acetylgalactosamine biosynthetic process;catalytic activity","GO_MF,GO_MF,GO_BP,GO_MF",2.5.1.7,PF00275
MGYG000004486_00498,2,murAA,murA2,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2,COG0766,M,ko:K00790,"map00520,map00550,map01100,map01250",Amino sugar and nucleotide sugar metabolism;Peptidoglycan biosynthesis;Metabolic pathways;Biosynthesis of nucleotide sugars,"GO:0016765,GO:0008760,GO:0019277,GO:0003824","transferase activity, transferring alkyl or aryl (other than methyl) groups;UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity;UDP-N-acetylgalactosamine biosynthetic process;catalytic activity","GO_MF,GO_MF,GO_BP,GO_MF",2.5.1.7,PF00275
MGYG000004520_01798,5,MGYG000004520_01798,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000004562_00879,4,MGYG000004562_00879,-,hypothetical protein,-,COG4926,X,-,-,-,-,-,-,-,PF13884
MGYG000004571_01184,1,MGYG000004571_01184,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000004621_00587,1,ftsY,ftsY,Signal recognition particle receptor FtsY,Signal recognition particle receptor FtsY,COG0552,U,ko:K03110,"map02024,map03060,map03070",Quorum sensing;Protein export;Bacterial secretion system,"GO:0005525,GO:0006614,GO:0016887",GTP binding;SRP-dependent cotranslational protein targeting to membrane;ATP hydrolysis activity,"GO_MF,GO_BP,GO_MF",-,"PF00448,PF02881"
MGYG000004627_01534,2,MGYG000004627_01534,-,hypothetical protein,-,"COG6083,COG4447",UC,-,-,-,"GO:0008234,GO:0006508",cysteine-type peptidase activity;proteolysis,"GO_MF,GO_BP",-,"PF01640,PF13734"
MGYG000004775_02249,2,hemA,hemA,Glutamyl-tRNA reductase,Glutamyl-tRNA reductase,"COG1648,COG0373",HH,ko:K02492,"map00860,map01100,map01110,map01120,map01240",Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors,"GO:0008883,GO:0050661,GO:0033014",glutamyl-tRNA reductase activity;NADP binding;tetrapyrrole biosynthetic process,"GO_MF,GO_MF,GO_BP",1.2.1.70,"PF01488,PF05201"
MGYG000004822_00865,2,malL,malL,Oligo-1%2C6-glucosidase,"Oligo-1,6-glucosidase",COG0366,G,"ko:K01182,ko:K05343","map00052,map00500,map01100,map00500,map01100,map01110",Galactose metabolism;Starch and sucrose metabolism;Metabolic pathways;Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,GO:0005975,carbohydrate metabolic process,GO_BP,3.2.1.10,PF00128
MGYG000004869_01077,4,MGYG000004869_01077,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000004889_00443,2,topA,topA,DNA topoisomerase 1,DNA topoisomerase 1,"COG0551,COG0550",LL,ko:K03168,-,-,"GO:0003677,GO:0003917,GO:0006265,GO:0003916,GO:0005694","DNA binding;DNA topoisomerase type I (single strand cut, ATP-independent) activity;DNA topological change;DNA topoisomerase activity;chromosome","GO_MF,GO_MF,GO_BP,GO_MF,GO_CC",5.99.1.2,"PF01131,PF01396,PF01751"
MGYG000004899_03381,5,MGYG000004899_03381,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000077_02186,5,MGYG000000077_02186,-,hypothetical protein,-,COG4932,M,-,-,-,-,-,-,-,"PF17802,PF16569,PF00746"
MGYG000001065_02351,4,btuD_11,yfmR,Vitamin B12 import ATP-binding protein BtuD,Uncharacterized ABC transporter ATP-binding protein YfmR,COG0488,JL,ko:K15738,-,-,"GO:0005524,GO:0016887,GO:0003677",ATP binding;ATP hydrolysis activity;DNA binding,"GO_MF,GO_MF,GO_MF",3.6.3.33,"PF12848,PF16326,PF00005"
MGYG000001526_03807,5,treP_3,scrA,PTS system trehalose-specific EIIBC component,PTS system sucrose-specific EIIBC component,"COG1264,COG2190,COG1263",GGG,"ko:K02809,ko:K02810","map00500,map02060",Starch and sucrose metabolism;Phosphotransferase system (PTS),"GO:0008982,GO:0009401,GO:0016020",protein-N(PI)-phosphohistidine-sugar phosphotransferase activity;phosphoenolpyruvate-dependent sugar phosphotransferase system;membrane,"GO_MF,GO_BP,GO_CC",-,"PF02378,PF00367"
MGYG000002573_00872,1,MGYG000002573_00872,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000004740_00437,2,MGYG000004740_00437,-,hypothetical protein,-,COG1011,H,-,-,-,-,-,-,-,-
MGYG000000013_00985,1,mutS_1,-,DNA mismatch repair protein MutS,-,"COG0249,COG4227",LL,-,-,-,"GO:0005524,GO:0030983,GO:0006298,GO:0003697",ATP binding;mismatched DNA binding;mismatch repair;single-stranded DNA binding,"GO_MF,GO_MF,GO_BP,GO_MF",-,"PF18818,PF01624,PF08401"
MGYG000000033_00525,4,MGYG000000033_00525,-,hypothetical protein,-,COG2197,TK,-,-,-,-,-,-,-,PF13936
MGYG000000080_00845,5,licR_1,-,putative licABCH operon regulator,-,"COG1762,COG3711,COG4668",GTKG,ko:K03491,-,-,"GO:0008982,GO:0009401,GO:0006355",protein-N(PI)-phosphohistidine-sugar phosphotransferase activity;phosphoenolpyruvate-dependent sugar phosphotransferase system;regulation of DNA-templated transcription,"GO_MF,GO_BP,GO_BP",-,"PF08279,PF05043,PF00359,PF02302,PF00874"
MGYG000000111_00201,2,lutR_1,-,HTH-type transcriptional regulator LutR,-,COG2186,K,-,-,-,"GO:0003700,GO:0006355",DNA-binding transcription factor activity;regulation of DNA-templated transcription,"GO_MF,GO_BP",-,"PF07729,PF00392"
MGYG000000211_04238,2,MGYG000000211_04238,-,hypothetical protein,-,COG3507,G,-,-,-,"GO:0005515,GO:0004553,GO:0005975","protein binding;hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process","GO_MF,GO_MF,GO_BP",-,"PF04616,PF00754"
MGYG000000214_01154,2,MGYG000000214_01154,-,hypothetical protein,-,"COG1061,COG3886",KLL,-,-,-,"GO:0003677,GO:0005524,GO:0016787",DNA binding;ATP binding;hydrolase activity,"GO_MF,GO_MF,GO_MF",-,"PF13091,PF11907,PF04851,PF00271"
MGYG000000215_00716,1,MGYG000000215_00716,-,hypothetical protein,-,"COG1629,COG4771",PP,-,-,-,-,-,-,-,PF14905
MGYG000000215_00720,3,MGYG000000215_00720,-,hypothetical protein,-,COG0811,U,ko:K03561,-,-,-,-,-,-,PF01618
MGYG000000215_00727,3,fda,fba,Fructose-bisphosphate aldolase,Fructose-bisphosphate aldolase,COG0191,G,ko:K01624,"map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01200,map01230",Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids,"GO:0008270,GO:0016832,GO:0005975,GO:0004332,GO:0006096,GO:0030388","zinc ion binding;aldehyde-lyase activity;carbohydrate metabolic process;fructose-bisphosphate aldolase activity;glycolytic process;fructose 1,6-bisphosphate metabolic process","GO_MF,GO_MF,GO_BP,GO_MF,GO_BP,GO_BP",4.1.2.13,PF01116
MGYG000000215_01271,1,agaA_3,-,Alpha-galactosidase AgaA,-,COG3345,G,ko:K07407,"map00052,map00561,map00600,map00603,map01100",Galactose metabolism;Glycerolipid metabolism;Sphingolipid metabolism;Glycosphingolipid biosynthesis - globo and isoglobo series;Metabolic pathways,"GO:0004557,GO:0016052",alpha-galactosidase activity;carbohydrate catabolic process,"GO_MF,GO_BP",3.2.1.22,"PF02065,PF16875,PF16874"
MGYG000000215_01272,1,MGYG000000215_01272,-,hypothetical protein,-,"COG4206,COG1629,COG4771",HPP,-,-,-,"GO:0005524,GO:0016887",ATP binding;ATP hydrolysis activity,"GO_MF,GO_MF",-,"PF00593,PF00005"
MGYG000000215_01815,3,pepE_1,-,Aminopeptidase E,-,COG3579,E,ko:K01372,-,-,"GO:0070005,GO:0006508",cysteine-type aminopeptidase activity;proteolysis,"GO_MF,GO_BP",3.4.22.-,PF03051
MGYG000000215_02113,0,MGYG000000215_02113,-,hypothetical protein,-,COG6083,U,-,-,-,-,-,-,-,-
MGYG000000215_02116,0,pepD_1,pepD,Cytosol non-specific dipeptidase,Cytosol non-specific dipeptidase,COG2195,E,ko:K01270,"map00480,map01100",Glutathione metabolism;Metabolic pathways,"GO:0006508,GO:0016787",proteolysis;hydrolase activity,"GO_BP,GO_MF",3.4.13.18,PF01546
MGYG000000215_02176,3,MGYG000000215_02176,-,hypothetical protein,-,"COG4724,COG3291,COG0419,COG6083",GSLU,-,-,-,"GO:0033925,GO:0005737",mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity;cytoplasm,"GO_MF,GO_CC",-,PF03644
