gene,cluster,Name,SwissProt_gene,Product,SwissProt_product,COG_ID,COG_FID,KEGG_ID,KEGG_PID,KEGG_Pathway,GO_ID,GO_Name,GO_Category,EC_number,Pfam_ID
MGYG000000013_02210,1,rpsD,rpsD,30S ribosomal protein S4,Small ribosomal subunit protein uS4,COG0522,J,ko:K02986,map03010,Ribosome,"GO:0019843,GO:0003723,GO:0003735,GO:0006412,GO:0015935",rRNA binding;RNA binding;structural constituent of ribosome;translation;small ribosomal subunit,"GO_MF,GO_MF,GO_MF,GO_BP,GO_CC",-,"PF00163,PF01479"
MGYG000000013_02221,1,rplF,rplF,50S ribosomal protein L6,Large ribosomal subunit protein uL6,COG0097,J,ko:K02933,map03010,Ribosome,"GO:0003735,GO:0019843,GO:0006412,GO:0005840",structural constituent of ribosome;rRNA binding;translation;ribosome,"GO_MF,GO_MF,GO_BP,GO_CC",-,PF00347
MGYG000000013_02224,1,rplE,rplE,50S ribosomal protein L5,Large ribosomal subunit protein uL5,COG0094,J,ko:K02931,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,"PF00281,PF00673"
MGYG000000013_02229,1,rplP,rplP,50S ribosomal protein L16,Large ribosomal subunit protein uL16,COG0197,J,ko:K02878,map03010,Ribosome,"GO:0003735,GO:0019843,GO:0006412,GO:0005840",structural constituent of ribosome;rRNA binding;translation;ribosome,"GO_MF,GO_MF,GO_BP,GO_CC",-,PF00252
MGYG000000013_02230,1,rpsC,rpsC,30S ribosomal protein S3,Small ribosomal subunit protein uS3,COG0092,J,ko:K02982,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0003723,GO:0003676",structural constituent of ribosome;translation;RNA binding;nucleic acid binding,"GO_MF,GO_BP,GO_MF,GO_MF",-,"PF00189,PF07650"
MGYG000000013_02231,1,MGYG000000013_02231,rplV,hypothetical protein,Large ribosomal subunit protein uL22,COG0091,J,ko:K02890,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840,GO:0015934,GO:0015935,GO:0003723",structural constituent of ribosome;translation;ribosome;large ribosomal subunit;small ribosomal subunit;RNA binding,"GO_MF,GO_BP,GO_CC,GO_CC,GO_CC,GO_MF",-,"PF00237,PF00203"
MGYG000000013_02233,1,rplB,rplB,50S ribosomal protein L2,Large ribosomal subunit protein uL2,COG0090,J,ko:K02886,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840,GO:0003723,GO:0016740,GO:0015934",structural constituent of ribosome;translation;ribosome;RNA binding;transferase activity;large ribosomal subunit,"GO_MF,GO_BP,GO_CC,GO_MF,GO_MF,GO_CC",-,"PF03947,PF00181"
MGYG000000013_02234,6,rplW,rplW,50S ribosomal protein L23,Large ribosomal subunit protein uL23,COG0089,J,ko:K02892,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,PF00276
MGYG000000013_02235,6,rplD,rplD,50S ribosomal protein L4,Large ribosomal subunit protein uL4,COG0088,J,ko:K02926,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,PF00573
MGYG000000013_02236,6,rplC,rplC,50S ribosomal protein L3,Large ribosomal subunit protein uL3,COG0087,J,ko:K02906,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,PF00297
MGYG000000013_02237,1,rpsJ,rpsJ,30S ribosomal protein S10,Small ribosomal subunit protein uS10,COG0051,J,ko:K02906,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840,GO:0003723",structural constituent of ribosome;translation;ribosome;RNA binding,"GO_MF,GO_BP,GO_CC,GO_MF",-,"PF00338,PF00297"
MGYG000000013_02242,1,rpoC,rpoC,DNA-directed RNA polymerase subunit beta',DNA-directed RNA polymerase subunit beta',COG0086,K,ko:K03046,map03020,RNA polymerase,"GO:0003677,GO:0003899,GO:0006351",DNA binding;DNA-directed 5'-3' RNA polymerase activity;DNA-templated transcription,"GO_MF,GO_MF,GO_BP",2.7.7.6,"PF04998,PF04983,PF05000,PF04997,PF00623"
MGYG000000013_02244,1,rpoB,rpoB,DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase subunit beta,COG0085,K,ko:K03043,map03020,RNA polymerase,"GO:0003677,GO:0003899,GO:0006351,GO:0032549",DNA binding;DNA-directed 5'-3' RNA polymerase activity;DNA-templated transcription;ribonucleoside binding,"GO_MF,GO_MF,GO_BP,GO_MF",2.7.7.6,"PF04565,PF04560,PF00562,PF04561,PF10385,PF04563"
MGYG000000013_02245,6,rplL,rplL,50S ribosomal protein L7/L12,Large ribosomal subunit protein bL12,COG0222,J,ko:K02935,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,"PF00542,PF16320"
MGYG000000013_02247,1,rplA,rplA,50S ribosomal protein L1,Large ribosomal subunit protein uL1,COG0081,J,ko:K02863,map03010,Ribosome,"GO:0003723,GO:0003735,GO:0006412,GO:0015934",RNA binding;structural constituent of ribosome;translation;large ribosomal subunit,"GO_MF,GO_MF,GO_BP,GO_CC",-,PF00687
MGYG000000013_02248,1,rplK,rplK,50S ribosomal protein L11,Large ribosomal subunit protein uL11,COG0080,J,ko:K02867,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,"PF00298,PF03946"
MGYG000000013_02249,1,nusG,nusG,Transcription termination/antitermination protein NusG,Transcription termination/antitermination protein NusG,COG0250,K,ko:K02601,-,-,"GO:0032784,GO:0006354,GO:0140673",regulation of DNA-templated transcription elongation;DNA-templated transcription elongation;transcription elongation-coupled chromatin remodeling,"GO_BP,GO_BP,GO_BP",-,PF02357
MGYG000000013_02251,1,tufA,tuf,Elongation factor Tu,Elongation factor Tu,COG0050,J,ko:K02358,map04626,Plant-pathogen interaction,"GO:0003924,GO:0005525,GO:0003746,GO:0006414,GO:0016853,GO:0048029,GO:0005996",GTPase activity;GTP binding;translation elongation factor activity;translational elongation;isomerase activity;monosaccharide binding;monosaccharide metabolic process,"GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_MF,GO_BP",-,"PF00009,PF03144,PF03143,PF05025"
MGYG000000013_02380,1,MGYG000000013_02380,-,hypothetical protein,-,"COG3063,COG4783,COG5010",NWMOW,-,-,-,GO:0005515,protein binding,GO_MF,-,PF13432
MGYG000000013_03148,1,rpsB,rpsB,30S ribosomal protein S2,Small ribosomal subunit protein uS2,COG0052,J,ko:K02967,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840,GO:0015935",structural constituent of ribosome;translation;ribosome;small ribosomal subunit,"GO_MF,GO_BP,GO_CC,GO_CC",-,PF00318
MGYG000000013_03192,0,MGYG000000013_03192,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000019_04219,4,aes,-,Acetyl esterase,-,COG0657,I,ko:K01066,-,-,GO:0016787,hydrolase activity,GO_MF,3.1.1.-,PF07859
MGYG000000029_02246,2,MGYG000000029_02246,-,hypothetical protein,-,-,-,ko:K05349,"map00460,map00500,map00946,map00999,map01100,map01110",Cyanoamino acid metabolism;Starch and sucrose metabolism;Degradation of flavonoids;Biosynthesis of various plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process","GO_MF,GO_BP",-,"PF00754,PF14310,PF01915,PF00933"
MGYG000000029_02809,1,secY,secY,Protein translocase subunit SecY,Protein translocase subunit SecY,COG0201,U,ko:K03076,"map02024,map03060,map03070",Quorum sensing;Protein export;Bacterial secretion system,"GO:0015031,GO:0016020",protein transport;membrane,"GO_BP,GO_CC",-,PF00344
MGYG000000029_02466,1,MGYG000000029_02466,-,hypothetical protein,-,COG0690,U,ko:K03073,"map02024,map03060,map03070",Quorum sensing;Protein export;Bacterial secretion system,"GO:0006605,GO:0006886,GO:0016020,GO:0008320,GO:0009306",protein targeting;intracellular protein transport;membrane;protein transmembrane transporter activity;protein secretion,"GO_BP,GO_BP,GO_CC,GO_MF,GO_BP",-,PF00584
MGYG000000029_02468,1,tufA,tuf,Elongation factor Tu,Elongation factor Tu,COG0050,J,ko:K02358,map04626,Plant-pathogen interaction,"GO:0003924,GO:0005525,GO:0003746,GO:0006414,GO:0016853,GO:0048029,GO:0005996",GTPase activity;GTP binding;translation elongation factor activity;translational elongation;isomerase activity;monosaccharide binding;monosaccharide metabolic process,"GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_MF,GO_BP",-,"PF03144,PF03143,PF00009,PF05025"
MGYG000000044_00878,0,glgP_1,-,Glycogen phosphorylase,-,"COG0058,COG0438",GM,"ko:K00688,ko:K00691,ko:K16153","map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931",Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biofilm formation - Escherichia coli;Necroptosis;Insulin signaling pathway;Glucagon signaling pathway;Insulin resistance,"GO:0008184,GO:0005975,GO:0004645,GO:0030170","glycogen phosphorylase activity;carbohydrate metabolic process;1,4-alpha-oligoglucan phosphorylase activity;pyridoxal phosphate binding","GO_MF,GO_BP,GO_MF,GO_MF","2.4.1.1,2.4.1.11,2.4.1.8","PF11897,PF00343"
MGYG000000054_01527,2,MGYG000000054_01527,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000054_00457,1,MGYG000000054_00457,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF14057
MGYG000000054_02291,1,pckA,pckA,Phosphoenolpyruvate carboxykinase (ATP),Phosphoenolpyruvate carboxykinase (ATP),COG1866,C,ko:K01610,"map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01200",Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism,"GO:0004612,GO:0005524,GO:0006094,GO:0004611,GO:0017076",phosphoenolpyruvate carboxykinase (ATP) activity;ATP binding;gluconeogenesis;phosphoenolpyruvate carboxykinase activity;purine nucleotide binding,"GO_MF,GO_MF,GO_BP,GO_MF,GO_MF",4.1.1.49,PF01293
MGYG000000054_00353,5,xylA,xylA,Xylose isomerase,Xylose isomerase,COG2115,G,ko:K01805,"map00040,map00051,map01100",Pentose and glucuronate interconversions;Fructose and mannose metabolism;Metabolic pathways,"GO:0009045,GO:0005975,GO:0016301",xylose isomerase activity;carbohydrate metabolic process;kinase activity,"GO_MF,GO_BP,GO_MF",5.3.1.5,"PF00370,PF02782"
MGYG000000054_00354,5,xylB,-,Xylulose kinase,-,COG1070,G,ko:K00854,"map00040,map01100",Pentose and glucuronate interconversions;Metabolic pathways,"GO:0016301,GO:0005975",kinase activity;carbohydrate metabolic process,"GO_MF,GO_BP",2.7.1.17,"PF00370,PF02782"
MGYG000000054_00249,5,susC_3,-,TonB-dependent receptor SusC,-,"COG4771,COG4206,COG1629",PHP,-,-,-,-,-,-,-,"PF07715,PF13715"
MGYG000000054_00250,5,MGYG000000054_00250,-,hypothetical protein,-,-,-,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF07980,PF14322"
MGYG000000054_00251,5,susC_4,-,TonB-dependent receptor SusC,-,"COG4771,COG4206",PH,-,-,-,-,-,-,-,PF07715
MGYG000000054_00252,5,MGYG000000054_00252,-,hypothetical protein,-,-,-,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF07980,PF14322"
MGYG000000054_00253,5,MGYG000000054_00253,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,"PF08522,PF18620"
MGYG000000054_00254,5,MGYG000000054_00254,-,hypothetical protein,-,COG3693,G,-,-,-,"GO:0004553,GO:0005975,GO:0016798","hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process;hydrolase activity, acting on glycosyl bonds","GO_MF,GO_BP,GO_MF",-,"PF00331,PF02018"
MGYG000000056_00423,2,MGYG000000056_00423,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000083_05777,5,MGYG000000083_05777,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000098_01635,2,MGYG000000098_01635,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000112_01922,4,MGYG000000112_01922,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000123_05257,4,MGYG000000123_05257,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000138_02967,0,traC_2,-,DNA primase TraC,-,"COG4227,COG4643",LX,-,-,-,GO:0003697,single-stranded DNA binding,GO_MF,2.7.7.-,"PF08401,PF18818"
MGYG000000138_02968,0,hin_2,hin,DNA-invertase hin,DNA-invertase hin,COG1961,L,-,-,-,"GO:0000150,GO:0006310,GO:0003677",DNA strand exchange activity;DNA recombination;DNA binding,"GO_MF,GO_BP,GO_MF",-,PF00239
MGYG000000138_02970,0,MGYG000000138_02970,-,hypothetical protein,-,COG3505,U,-,-,-,GO:0016020,membrane,GO_CC,-,PF02534
MGYG000000138_02976,0,MGYG000000138_02976,-,hypothetical protein,-,"COG0551,COG0550",LL,-,-,-,-,-,-,-,PF13342
MGYG000000138_02979,0,MGYG000000138_02979,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,"PF13154,PF13155"
MGYG000000138_02980,0,MGYG000000138_02980,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF13101
MGYG000000138_02981,0,MGYG000000138_02981,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,"PF13351,PF13101"
MGYG000000138_02983,0,MGYG000000138_02983,-,hypothetical protein,-,"COG0529,COG4185",PR,-,-,-,"GO:0005524,GO:0016301",ATP binding;kinase activity,"GO_MF,GO_MF",-,PF06414
MGYG000000138_02985,0,MGYG000000138_02985,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF13151
MGYG000000139_01096,2,rsxA,rnfA,Electron transport complex subunit RsxA,Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A,COG4657,C,ko:K03617,-,-,"GO:0016020,GO:0022900",membrane;electron transport chain,"GO_CC,GO_BP",-,PF02508
MGYG000000141_03467,4,MGYG000000141_03467,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000144_02714,2,MGYG000000144_02714,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000144_00846,2,MGYG000000144_00846,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000180_01416,2,MGYG000000180_01416,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000183_03347,2,prlC,-,Oligopeptidase A,-,COG0339,O,"ko:K01284,ko:K01414",-,-,"GO:0004222,GO:0006508",metalloendopeptidase activity;proteolysis,"GO_MF,GO_BP",3.4.24.70,PF01432
MGYG000000184_02477,4,MGYG000000184_02477,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000191_00395,2,MGYG000000191_00395,-,hypothetical protein,-,"COG0346,COG1363",QEG,-,-,-,-,-,-,-,"PF05343,PF00903"
MGYG000000196_04009,1,secY,secY,Protein translocase subunit SecY,Protein translocase subunit SecY,COG0201,U,ko:K03076,"map02024,map03060,map03070",Quorum sensing;Protein export;Bacterial secretion system,"GO:0015031,GO:0016020",protein transport;membrane,"GO_BP,GO_CC",-,PF00344
MGYG000000196_01785,6,pckA,pckA,Phosphoenolpyruvate carboxykinase (ATP),Phosphoenolpyruvate carboxykinase (ATP),COG1866,C,ko:K01610,"map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01200",Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism,"GO:0004612,GO:0005524,GO:0006094,GO:0004611,GO:0017076",phosphoenolpyruvate carboxykinase (ATP) activity;ATP binding;gluconeogenesis;phosphoenolpyruvate carboxykinase activity;purine nucleotide binding,"GO_MF,GO_MF,GO_BP,GO_MF,GO_MF",4.1.1.49,PF01293
MGYG000000196_02622,6,MGYG000000196_02622,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000211_05070,4,MGYG000000211_05070,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000211_05071,4,MGYG000000211_05071,-,hypothetical protein,-,COG4115,V,-,-,-,"GO:0004519,GO:0006401",endonuclease activity;RNA catabolic process,"GO_MF,GO_BP",-,PF06769
MGYG000000213_04194,4,MGYG000000213_04194,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000224_00350,2,MGYG000000224_00350,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000243_01805,6,macB_3,-,Macrolide export ATP-binding/permease protein MacB,-,COG0577,V,ko:K02004,-,-,GO:0016020,membrane,GO_CC,3.6.3.-,"PF12704,PF02687"
MGYG000000243_01981,1,rplL,rplL,50S ribosomal protein L7/L12,Large ribosomal subunit protein bL12,COG0222,J,ko:K02935,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840,GO:0000315,GO:0022625",structural constituent of ribosome;translation;ribosome;organellar large ribosomal subunit;cytosolic large ribosomal subunit,"GO_MF,GO_BP,GO_CC,GO_CC,GO_CC",-,"PF16320,PF00542"
MGYG000000243_02786,5,MGYG000000243_02786,-,Acid shock protein,-,COG0071,O,ko:K01834,"map00010,map00260,map00680,map01100,map01110,map01120,map01200,map01230,map04922,map05230","Glycolysis / Gluconeogenesis;Glycine, serine and threonine metabolism;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Glucagon signaling pathway;Central carbon metabolism in cancer","GO:0003824,GO:0016868,GO:0006096",catalytic activity;intramolecular phosphotransferase activity;glycolytic process,"GO_MF,GO_MF,GO_BP",-,"PF00011,PF00300"
MGYG000000264_02558,2,MGYG000000264_02558,-,hypothetical protein,-,"COG2200,COG2770,COG5975,COG3322,COG2199,COG0745,COG2203,COG5001,COG2202,COG5979,COG5278,COG3452,COG5002",TTTTTTKTTTTTTT,-,-,-,"GO:0007165,GO:0016020",signal transduction;membrane,"GO_BP,GO_CC",-,"PF00990,PF05228,PF00563"
MGYG000000265_04038,0,MGYG000000265_04038,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF03432
MGYG000000265_04191,4,MGYG000000265_04191,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF03432
MGYG000000265_04192,4,MGYG000000265_04192,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF03432
MGYG000000265_04180,0,MGYG000000265_04180,-,hypothetical protein,-,COG5527,X,-,-,-,"GO:0003887,GO:0006270",DNA-directed DNA polymerase activity;DNA replication initiation,"GO_MF,GO_BP",-,PF01051
MGYG000000265_04084,0,MGYG000000265_04084,-,hypothetical protein,-,"COG3451,COG0484",UO,-,-,-,-,-,-,-,-
MGYG000000265_04085,0,MGYG000000265_04085,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000265_04093,0,MGYG000000265_04093,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000330_02207,0,MGYG000000330_02207,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000458_00690,2,MGYG000000458_00690,-,putative CtpA-like serine protease,-,COG0793,O,ko:K03797,-,-,"GO:0008236,GO:0006508,GO:0005515",serine-type peptidase activity;proteolysis;protein binding,"GO_MF,GO_BP,GO_MF",3.4.21.-,PF03572
MGYG000000545_01625,1,pgcA,pgcA,Phosphoglucomutase,Phosphoglucomutase,COG1109,G,"ko:K01835,ko:K01840","map00010,map00030,map00052,map00230,map00500,map00520,map00521,map01100,map01110,map01120,map01250,map00051,map00520,map00541,map01100,map01110,map01250",Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Galactose metabolism;Purine metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Streptomycin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of nucleotide sugars,"GO:0016868,GO:0005975,GO:0000287",intramolecular phosphotransferase activity;carbohydrate metabolic process;magnesium ion binding,"GO_MF,GO_BP,GO_MF",5.4.2.2,"PF00408,PF02879,PF02878,PF02880"
MGYG000000621_00970,0,MGYG000000621_00970,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF09719
MGYG000000652_01784,2,MGYG000000652_01784,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000663_00554,4,MGYG000000663_00554,-,hypothetical protein,-,"COG1388,COG5846,COG3409",MDM,-,-,-,-,-,-,-,-
MGYG000000671_02105,4,ileS,ileS,Isoleucine--tRNA ligase,Isoleucine--tRNA ligase,COG0060,J,ko:K01870,map00970,Aminoacyl-tRNA biosynthesis,"GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0004822,GO:0006428,GO:0002161,GO:0000049",nucleotide binding;aminoacyl-tRNA ligase activity;ATP binding;tRNA aminoacylation for protein translation;isoleucine-tRNA ligase activity;isoleucyl-tRNA aminoacylation;aminoacyl-tRNA editing activity;tRNA binding,"GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_BP,GO_MF,GO_MF",6.1.1.5,"PF00133,PF06827,PF08264"
MGYG000000675_03780,3,MGYG000000675_03780,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000675_04085,2,MGYG000000675_04085,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
