gene,cluster,Name,SwissProt_gene,Product,SwissProt_product,COG_ID,COG_FID,KEGG_ID,KEGG_PID,KEGG_Pathway,GO_ID,GO_Name,GO_Category,EC_number,Pfam_ID
MGYG000000044_00878,5,glgP_1,-,Glycogen phosphorylase,-,"COG0058,COG0438",GM,"ko:K00688,ko:K00691,ko:K16153","map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931",Starch and sucrose metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biofilm formation - Escherichia coli;Necroptosis;Insulin signaling pathway;Glucagon signaling pathway;Insulin resistance,"GO:0008184,GO:0005975,GO:0004645,GO:0030170","glycogen phosphorylase activity;carbohydrate metabolic process;1,4-alpha-oligoglucan phosphorylase activity;pyridoxal phosphate binding","GO_MF,GO_BP,GO_MF,GO_MF","2.4.1.1,2.4.1.11,2.4.1.8","PF11897,PF00343"
MGYG000000044_00879,5,kefB_2,-,Glutathione-regulated potassium-efflux system protein KefB,-,"COG0569,COG4651,COG0490,COG0475,COG3273",PTPPTPR,ko:K03455,-,-,"GO:0008324,GO:0006813,GO:0015297,GO:0006812,GO:0055085,GO:1902600,GO:0016020",monoatomic cation transmembrane transporter activity;potassium ion transport;antiporter activity;monoatomic cation transport;transmembrane transport;proton transmembrane transport;membrane,"GO_MF,GO_BP,GO_MF,GO_BP,GO_BP,GO_BP,GO_CC",-,"PF00999,PF02080"
MGYG000000044_00884,5,fbaB_2,fbaB,Fructose-bisphosphate aldolase class 1,Fructose-bisphosphate aldolase class 1,COG1830,G,ko:K11645,"map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01200,map01230,map01130",Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of antibiotics,"GO:0016829,GO:0004332",lyase activity;fructose-bisphosphate aldolase activity,"GO_MF,GO_MF",4.1.2.13,PF01791
MGYG000000054_01527,0,MGYG000000054_01527,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000054_02411,2,MGYG000000054_02411,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000056_00423,0,MGYG000000056_00423,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000083_05777,5,MGYG000000083_05777,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000098_00751,1,MGYG000000098_00751,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF12508
MGYG000000098_00761,1,MGYG000000098_00761,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF14284
MGYG000000098_01635,0,MGYG000000098_01635,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000098_02017,5,tufA,tuf,Elongation factor Tu,Elongation factor Tu,COG0050,J,ko:K02358,map04626,Plant-pathogen interaction,"GO:0003924,GO:0005525,GO:0003746,GO:0006414,GO:0016853,GO:0048029,GO:0005996",GTPase activity;GTP binding;translation elongation factor activity;translational elongation;isomerase activity;monosaccharide binding;monosaccharide metabolic process,"GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_MF,GO_BP",-,"PF03143,PF05025,PF03144,PF00009"
MGYG000000112_01922,0,MGYG000000112_01922,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000123_05257,5,MGYG000000123_05257,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000139_01096,0,rsxA,rnfA,Electron transport complex subunit RsxA,Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A,COG4657,C,ko:K03617,-,-,"GO:0016020,GO:0022900",membrane;electron transport chain,"GO_CC,GO_BP",-,PF02508
MGYG000000141_03467,0,MGYG000000141_03467,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000144_01940,5,MGYG000000144_01940,-,hypothetical protein,-,COG3712,PT,-,-,-,-,-,-,-,"PF16344,PF04773"
MGYG000000144_02714,0,MGYG000000144_02714,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000144_00846,0,MGYG000000144_00846,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000183_03347,2,prlC,-,Oligopeptidase A,-,COG0339,O,"ko:K01284,ko:K01414",-,-,"GO:0004222,GO:0006508",metalloendopeptidase activity;proteolysis,"GO_MF,GO_BP",3.4.24.70,PF01432
MGYG000000184_02477,5,MGYG000000184_02477,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000191_00395,0,MGYG000000191_00395,-,hypothetical protein,-,"COG0346,COG1363",QEG,-,-,-,-,-,-,-,"PF05343,PF00903"
MGYG000000196_01432,6,MGYG000000196_01432,-,hypothetical protein,-,"COG5010,COG3063,COG4783,COG4235,COG0457",WNWMOCOR,-,-,-,GO:0005515,protein binding,GO_MF,-,PF13414
MGYG000000196_03129,5,MGYG000000196_03129,BT_1526,hypothetical protein,Inositol-3-phosphate synthase 1,COG1260,I,ko:K01858,"map00521,map00562,map01100,map01110",Streptomycin biosynthesis;Inositol phosphate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites,"GO:0004512,GO:0006021,GO:0008654",inositol-3-phosphate synthase activity;inositol biosynthetic process;phospholipid biosynthetic process,"GO_MF,GO_BP,GO_BP",-,"PF01658,PF07994"
MGYG000000196_03203,4,rho,rho,Transcription termination factor Rho,Transcription termination factor Rho,"COG3064,COG1158",MK,ko:K03628,map03018,RNA degradation,"GO:0005524,GO:0016887,GO:0003723,GO:0008186,GO:0006353,GO:0003676","ATP binding;ATP hydrolysis activity;RNA binding;ATP-dependent activity, acting on RNA;DNA-templated transcription termination;nucleic acid binding","GO_MF,GO_MF,GO_MF,GO_MF,GO_BP,GO_MF",3.6.4.-,"PF00006,PF07497,PF07498"
MGYG000000196_03631,2,ecfG_3,-,ECF RNA polymerase sigma factor EcfG,-,COG1595,K,ko:K03088,-,-,"GO:0003700,GO:0006352,GO:0006355,GO:0003677,GO:0016987",DNA-binding transcription factor activity;DNA-templated transcription initiation;regulation of DNA-templated transcription;DNA binding;sigma factor activity,"GO_MF,GO_BP,GO_BP,GO_MF,GO_MF",-,"PF04542,PF08281"
MGYG000000196_03773,4,fusA_1,-,Elongation factor G,-,COG0480,J,ko:K02355,-,-,"GO:0003924,GO:0005525",GTPase activity;GTP binding,"GO_MF,GO_MF",-,"PF03764,PF00679,PF14492,PF03144,PF00009"
MGYG000000196_01187,2,eno,eno,Enolase,Enolase,COG0148,G,ko:K01689,"map00010,map00680,map01100,map01110,map01120,map01200,map01230,map03018,map04066,map04820",Glycolysis / Gluconeogenesis;Methane metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;RNA degradation;HIF-1 signaling pathway;Cytoskeleton in muscle cells,"GO:0000287,GO:0004634,GO:0006096,GO:0000015",magnesium ion binding;phosphopyruvate hydratase activity;glycolytic process;phosphopyruvate hydratase complex,"GO_MF,GO_MF,GO_BP,GO_CC",4.2.1.11,"PF03952,PF00113"
MGYG000000196_04884,4,MGYG000000196_04884,-,hypothetical protein,-,COG3063,NW,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF07980,PF14322"
MGYG000000196_03980,4,rplJ,rplJ,50S ribosomal protein L10,Large ribosomal subunit protein uL10,COG0244,J,ko:K02864,map03010,Ribosome,-,-,-,-,PF00466
MGYG000000196_03982,1,rpoB,rpoB,DNA-directed RNA polymerase subunit beta,DNA-directed RNA polymerase subunit beta,COG0085,K,ko:K03043,map03020,RNA polymerase,"GO:0003677,GO:0003899,GO:0006351,GO:0032549",DNA binding;DNA-directed 5'-3' RNA polymerase activity;DNA-templated transcription;ribonucleoside binding,"GO_MF,GO_MF,GO_BP,GO_MF",2.7.7.6,"PF04560,PF00562,PF10385,PF04565,PF04561,PF04563"
MGYG000000196_03983,2,rpoC,rpoC,DNA-directed RNA polymerase subunit beta',DNA-directed RNA polymerase subunit beta',COG0086,K,ko:K03046,map03020,RNA polymerase,"GO:0003677,GO:0003899,GO:0006351",DNA binding;DNA-directed 5'-3' RNA polymerase activity;DNA-templated transcription,"GO_MF,GO_MF,GO_BP",2.7.7.6,"PF00623,PF04998,PF04983,PF04997,PF05000"
MGYG000000196_03987,2,fusA_2,fusA,Elongation factor G,Elongation factor G,COG0480,J,ko:K02355,-,-,"GO:0003924,GO:0005525,GO:0003746,GO:0006414",GTPase activity;GTP binding;translation elongation factor activity;translational elongation,"GO_MF,GO_MF,GO_MF,GO_BP",-,"PF00009,PF03764,PF00679,PF14492,PF10431,PF03144"
MGYG000000196_03990,1,rplD,rplD,50S ribosomal protein L4,Large ribosomal subunit protein uL4,COG0088,J,ko:K02926,map03010,Ribosome,"GO:0003735,GO:0006412,GO:0005840",structural constituent of ribosome;translation;ribosome,"GO_MF,GO_BP,GO_CC",-,PF00573
MGYG000000196_04009,2,secY,secY,Protein translocase subunit SecY,Protein translocase subunit SecY,COG0201,U,ko:K03076,"map02024,map03060,map03070",Quorum sensing;Protein export;Bacterial secretion system,"GO:0015031,GO:0016020",protein transport;membrane,"GO_BP,GO_CC",-,PF00344
MGYG000000196_04774,5,MGYG000000196_04774,-,Outer membrane protein 41,-,COG2885,M,-,-,-,-,-,-,-,PF00691
MGYG000000196_03295,2,rbr,rbr,Rubrerythrin,Rubrerythrin,COG1592,C,-,-,-,"GO:0016491,GO:0046872,GO:0005506",oxidoreductase activity;metal ion binding;iron ion binding,"GO_MF,GO_MF,GO_MF",-,PF02915
MGYG000000196_03734,1,MGYG000000196_03734,-,hypothetical protein,-,"COG4771,COG1629,COG4206",PPH,-,-,-,GO:0019867,outer membrane,GO_CC,-,"PF13715,PF07715,PF07660"
MGYG000000196_03739,5,MGYG000000196_03739,-,Endo-beta-N-acetylglucosaminidase,-,"COG6083,COG3325",UG,-,-,-,"GO:0005975,GO:0004553","carbohydrate metabolic process;hydrolase activity, hydrolyzing O-glycosyl compounds","GO_BP,GO_MF",3.2.1.96,PF00704
MGYG000000196_01785,2,pckA,pckA,Phosphoenolpyruvate carboxykinase (ATP),Phosphoenolpyruvate carboxykinase (ATP),COG1866,C,ko:K01610,"map00010,map00020,map00620,map00710,map01100,map01110,map01120,map01200",Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Carbon fixation in photosynthetic organisms;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism,"GO:0004612,GO:0005524,GO:0006094,GO:0004611,GO:0017076",phosphoenolpyruvate carboxykinase (ATP) activity;ATP binding;gluconeogenesis;phosphoenolpyruvate carboxykinase activity;purine nucleotide binding,"GO_MF,GO_MF,GO_BP,GO_MF,GO_MF",4.1.1.49,PF01293
MGYG000000196_01834,5,MGYG000000196_01834,secD,hypothetical protein,Protein translocase subunit SecD,"COG0341,COG0342",UU,"ko:K03072,ko:K12257","map03060,map03070,map02024,map03060,map03070",Protein export;Bacterial secretion system;Quorum sensing;Protein export;Bacterial secretion system,"GO:0015450,GO:0006886",protein-transporting ATPase activity;intracellular protein transport,"GO_MF,GO_BP",-,"PF02355,PF07549"
MGYG000000196_01836,2,korA_2,korA,2-oxoglutarate oxidoreductase subunit KorA,2-oxoglutarate oxidoreductase subunit KorA,"COG1014,COG0674",CC,ko:K00174,"map00010,map00020,map00620,map00650,map00720,map01100,map01110,map01120,map01200,map01210",Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism,"GO:0016491,GO:0003824,GO:0016903","oxidoreductase activity;catalytic activity;oxidoreductase activity, acting on the aldehyde or oxo group of donors","GO_MF,GO_MF,GO_MF",1.2.7.3,"PF01855,PF01558,PF17147"
MGYG000000196_01844,4,MGYG000000196_01844,-,hypothetical protein,-,"COG4783,COG3063,COG5010",MONWW,-,-,-,GO:0005515,protein binding,GO_MF,-,PF13432
MGYG000000196_04387,2,btuB_15,-,Vitamin B12 transporter BtuB,-,"COG1629,COG4206,COG4771",PHP,-,-,-,-,-,-,-,"PF13715,PF07715,PF00593"
MGYG000000196_04388,2,MGYG000000196_04388,-,hypothetical protein,-,-,-,-,-,-,GO:0005515,protein binding,GO_MF,-,"PF12741,PF12771"
MGYG000000196_04392,2,MGYG000000196_04392,-,hypothetical protein,-,"COG3828,COG3537",RG,-,-,-,"GO:0005975,GO:0030246",carbohydrate metabolic process;carbohydrate binding,"GO_BP,GO_MF",-,"PF07971,PF17678"
MGYG000000196_04393,2,lacZ_21,-,Beta-galactosidase,-,COG3250,G,-,-,-,"GO:0004553,GO:0005975","hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process","GO_MF,GO_BP",3.2.1.23,"PF00703,PF02837,PF02836"
MGYG000000196_04414,4,por,nifJ,Pyruvate synthase,Pyruvate-flavodoxin oxidoreductase,"COG0247,COG1014,COG1143,COG1013,COG1144,COG0674",CCCCCC,ko:K03737,"map00010,map00020,map00620,map00650,map00720,map01100,map01110,map01120,map01200,map01210",Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism,"GO:0016491,GO:0003824,GO:0030976,GO:0005506,GO:0016903,GO:0022900","oxidoreductase activity;catalytic activity;thiamine pyrophosphate binding;iron ion binding;oxidoreductase activity, acting on the aldehyde or oxo group of donors;electron transport chain","GO_MF,GO_MF,GO_MF,GO_MF,GO_MF,GO_BP",1.2.7.1,"PF02775,PF10371,PF13484,PF17147,PF01855,PF01558"
MGYG000000196_00460,5,MGYG000000196_00460,-,hypothetical protein,-,-,-,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF07980,PF14322"
MGYG000000196_00461,5,susC_7,-,TonB-dependent receptor SusC,-,"COG4206,COG4771,COG1629",HPP,-,-,-,-,-,-,-,"PF13715,PF07715,PF00593"
MGYG000000196_02306,2,acnD,-,2-methylcitrate dehydratase (2-methyl-trans-aconitate forming),-,COG1048,C,ko:K01681,"map00020,map00630,map00720,map01100,map01110,map01120,map01200,map01210,map01230",Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,"GO:0003994,GO:0051539,GO:0006099","aconitate hydratase activity;4 iron, 4 sulfur cluster binding;tricarboxylic acid cycle","GO_MF,GO_MF,GO_BP",4.2.1.117,"PF00330,PF00694"
MGYG000000196_02411,1,gdhB,gdhB,NAD-specific glutamate dehydrogenase,NAD-specific glutamate dehydrogenase,COG0334,E,ko:K00262,"map00220,map00250,map00910,map01100,map01120","Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments","GO:0016491,GO:0006520,GO:0016639","oxidoreductase activity;amino acid metabolic process;oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","GO_MF,GO_BP,GO_MF",1.4.1.2,"PF02812,PF00208"
MGYG000000196_02413,4,katA,katA,Catalase,Catalase,COG0753,P,ko:K03781,"map00380,map00630,map01100,map01110,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014,map05022,map05208",Tryptophan metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Carbon metabolism;MAPK signaling pathway - yeast;MAPK signaling pathway - plant;FoxO signaling pathway;Peroxisome;Longevity regulating pathway;Longevity regulating pathway - worm;Longevity regulating pathway - multiple species;Amyotrophic lateral sclerosis;Pathways of neurodegeneration - multiple diseases;Chemical carcinogenesis - reactive oxygen species,"GO:0020037,GO:0004096,GO:0006979,GO:0042744",heme binding;catalase activity;response to oxidative stress;hydrogen peroxide catabolic process,"GO_MF,GO_MF,GO_BP,GO_BP",1.11.1.6,"PF00199,PF13701,PF06628"
MGYG000000196_02414,2,gdhA,gdhA,NAD(P)-specific glutamate dehydrogenase,Glutamate dehydrogenase,COG0334,E,ko:K00262,"map00220,map00250,map00910,map01100,map01120","Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments","GO:0016491,GO:0006520,GO:0016639","oxidoreductase activity;amino acid metabolic process;oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","GO_MF,GO_BP,GO_MF",1.4.1.3,"PF00208,PF02812"
MGYG000000196_02416,5,maeB,maeB,NADP-dependent malic enzyme,NADP-dependent malic enzyme,"COG0280,COG0281",CC,"ko:K00027,ko:K00029","map00620,map01200,map02020,map00620,map00710,map01100,map01120,map01200,map03320",Pyruvate metabolism;Carbon metabolism;Two-component system;Pyruvate metabolism;Carbon fixation in photosynthetic organisms;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;PPAR signaling pathway,"GO:0016746,GO:0004470,GO:0046872,GO:0006108,GO:0016616,GO:0051287","acyltransferase activity;malic enzyme activity;metal ion binding;malate metabolic process;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;NAD binding","GO_MF,GO_MF,GO_MF,GO_BP,GO_MF,GO_MF",1.1.1.40,"PF03949,PF01515,PF00390"
MGYG000000196_02446,2,ecfG_1,-,ECF RNA polymerase sigma factor EcfG,-,COG1595,K,ko:K03088,-,-,"GO:0003700,GO:0006352,GO:0006355,GO:0003677,GO:0016987",DNA-binding transcription factor activity;DNA-templated transcription initiation;regulation of DNA-templated transcription;DNA binding;sigma factor activity,"GO_MF,GO_BP,GO_BP,GO_MF,GO_MF",-,"PF04542,PF08281"
MGYG000000196_02452,4,pnp_2,pnp,Polyribonucleotide nucleotidyltransferase,Polyribonucleotide nucleotidyltransferase,COG1185,J,ko:K00962,map03018,RNA degradation,"GO:0003676,GO:0003723,GO:0004654,GO:0006402,GO:0006396,GO:0008239,GO:0070009",nucleic acid binding;RNA binding;polyribonucleotide nucleotidyltransferase activity;mRNA catabolic process;RNA processing;dipeptidyl-peptidase activity;serine-type aminopeptidase activity,"GO_MF,GO_MF,GO_MF,GO_BP,GO_BP,GO_MF,GO_MF",2.7.7.8,"PF03725,PF00013,PF01138,PF00575,PF10459,PF03726"
MGYG000000196_02616,2,cdr,-,Coenzyme A disulfide reductase,-,"COG0607,COG2210,COG0446,COG0425",PCHJHO,-,-,-,GO:0016491,oxidoreductase activity,GO_MF,1.8.1.14,"PF07992,PF02852,PF00581,PF13686,PF01206"
MGYG000000196_02622,4,MGYG000000196_02622,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
MGYG000000196_04062,2,MGYG000000196_04062,-,Outer membrane protein 40,-,COG2885,M,-,-,-,-,-,-,-,PF00691
MGYG000000196_04084,1,MGYG000000196_04084,rluB,hypothetical protein,Ribosomal large subunit pseudouridine synthase B,COG1187,J,ko:K06178,-,-,"GO:0003723,GO:0016866,GO:0001522,GO:0009451,GO:0009982",RNA binding;intramolecular transferase activity;pseudouridine synthesis;RNA modification;pseudouridine synthase activity,"GO_MF,GO_MF,GO_BP,GO_BP,GO_MF",-,"PF00849,PF01479"
MGYG000000196_04526,2,fda,fba,Fructose-bisphosphate aldolase,Fructose-bisphosphate aldolase,COG0191,G,ko:K01847,"map00280,map00630,map00640,map00720,map01100,map01120,map01200,map04980","Valine, leucine and isoleucine degradation;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Cobalamin transport and metabolism","GO:0008270,GO:0016832,GO:0005975,GO:0016866,GO:0031419,GO:0003824",zinc ion binding;aldehyde-lyase activity;carbohydrate metabolic process;intramolecular transferase activity;cobalamin binding;catalytic activity,"GO_MF,GO_MF,GO_BP,GO_MF,GO_MF,GO_MF",4.1.2.13,"PF01116,PF01642"
MGYG000000196_00050,1,MGYG000000196_00050,-,hypothetical protein,-,COG0383,G,ko:K01191,map00511,Other glycan degradation,"GO:0004559,GO:0006013,GO:0003824,GO:0030246,GO:0005975",alpha-mannosidase activity;mannose metabolic process;catalytic activity;carbohydrate binding;carbohydrate metabolic process,"GO_MF,GO_BP,GO_MF,GO_MF,GO_BP",-,"PF00754,PF01074,PF09261,PF07748,PF17677"
MGYG000000196_04913,2,MGYG000000196_04913,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF11276
MGYG000000196_04914,2,tpx,tpx,Thiol peroxidase,Thiol peroxidase,COG2077,O,ko:K02111,"map00190,map00195,map01100",Oxidative phosphorylation;Photosynthesis;Metabolic pathways,"GO:0005524,GO:0015986,GO:0008379,GO:0016209,GO:0046034,GO:1902600,GO:0046933,GO:0045261,GO:0016491,GO:0016684,GO:0032559","ATP binding;proton motive force-driven ATP synthesis;thioredoxin peroxidase activity;antioxidant activity;ATP metabolic process;proton transmembrane transport;proton-transporting ATP synthase activity, rotational mechanism;proton-transporting ATP synthase complex, catalytic core F(1);oxidoreductase activity;oxidoreductase activity, acting on peroxide as acceptor;adenyl ribonucleotide binding","GO_MF,GO_BP,GO_MF,GO_MF,GO_BP,GO_BP,GO_MF,GO_CC,GO_MF,GO_MF,GO_MF",1.11.1.15,"PF00006,PF00306,PF08534,PF02874"
MGYG000000196_00826,2,nagB_2,BT_0258,Glucosamine-6-phosphate deaminase,Putative glucosamine-6-phosphate deaminase-like protein BT_0258,"COG0363,COG2120",GG,ko:K02564,"map00520,map01100",Amino sugar and nucleotide sugar metabolism;Metabolic pathways,"GO:0004342,GO:0006044,GO:0005975",glucosamine-6-phosphate deaminase activity;N-acetylglucosamine metabolic process;carbohydrate metabolic process,"GO_MF,GO_BP,GO_BP",3.5.99.6,"PF02585,PF01182"
MGYG000000196_00899,5,MGYG000000196_00899,-,hypothetical protein,-,-,-,-,-,-,-,-,-,-,PF14057
MGYG000000196_01035,2,dps,dps,DNA protection during starvation protein,DNA protection during starvation protein,COG0783,B,ko:K04047,-,-,"GO:0008199,GO:0016722","ferric iron binding;oxidoreductase activity, acting on metal ions","GO_MF,GO_MF",1.16.-.-,PF00210
MGYG000000196_01621,5,susC_20,-,TonB-dependent receptor SusC,-,"COG4206,COG4771,COG1629",HPP,-,-,-,-,-,-,-,"PF13715,PF07715,PF00593"
MGYG000000196_01622,1,MGYG000000196_01622,-,hypothetical protein,-,-,-,ko:K21572,-,-,GO:0005515,protein binding,GO_MF,-,"PF14322,PF07980"
MGYG000000196_01623,1,MGYG000000196_01623,-,hypothetical protein,-,"COG0834,COG4833,COG3537,COG3291,COG6083,COG3250,COG2133,COG2931,COG0823",ETGGSUGGQU,-,-,-,"GO:0004198,GO:0006508",calcium-dependent cysteine-type endopeptidase activity;proteolysis,"GO_MF,GO_BP",-,PF00648
